"","Site","Year","Month","SWE_mm","LocalityName","Region","LocalityCode"
"9877",36,2016,11,43.5833333333333,"Notodden3","Telemark","3NOB"
"9878",37,2016,11,66.37,"Drangedal3","Telemark","3DRB"
"9879",38,2016,11,2.40666666666667,"steinkjer_1BBb","Trøndelag","1BBB"
"9880",39,2016,11,6.56,"Selbu_Flub","Trøndelag","FLB"
"9881",40,2016,11,1.00333333333333,"Stangeskovene Eidskog","Hedmark","SSBB"
"9882",41,2016,11,1.76666666666667,"Maarud 3","Hedmark","M3B"
"9883",42,2016,11,39.0866666666667,"Fritsøe2","Telemark","2FRB"
"9884",43,2016,11,39.03,"Notodden1","Telemark","1NOB"
"9885",44,2016,11,53.5333333333333,"Kviteseid3","Telemark","3KVB"
"9886",45,2016,11,3.2,"verdal_1vb","Trøndelag","1VBB"
"9887",46,2016,11,1.36666666666667,"Sørum 1","Hedmark","SKB"
"9888",47,2016,11,2.42333333333333,"steinkjer_2BBb","Trøndelag","2BBB"
"9889",0,2017,11,4.41333333333333,"Stig Dæhlen","Hedmark","SDB"
"9890",1,2017,11,9.93333333333333,"Maarud 2","Hedmark","M2B"
"9891",2,2017,11,6.23,"Nome_Cappelen2","Telemark","2CAB"
"9892",3,2017,11,8.09,"Eidskog","Hedmark","STSKNB"
"9893",4,2017,11,7.63666666666667,"Notodden6","Telemark","6NOB"
"9894",5,2017,11,0.513333333333333,"namdalseid_1kub","Trøndelag","1KB"
"9895",6,2017,11,5.46,"Fet 3","Hedmark","FKB"
"9896",7,2017,11,5.84666666666667,"Didrik Holmsen","Hedmark","DHB"
"9897",8,2017,11,6.21,"Halvard Pramhus","Hedmark","HPB"
"9898",9,2017,11,9.00333333333333,"Selbu_kl","Trøndelag","KLB"
"9899",10,2017,11,10.8333333333333,"Kongsvinger 1","Hedmark","IAAB"
"9900",11,2017,11,0.36,"Nsb_Verdal","Trøndelag","1NSB"
"9901",12,2017,11,31.2566666666667,"Sl_Tydal","Trøndelag","SEB"
"9902",13,2017,11,3.9,"Nes 1","Hedmark","DDB"
"9903",14,2017,11,21.9033333333333,"Kviteseid2","Telemark","2KVB"
"9904",15,2017,11,0.21,"Bratsberg","Trøndelag","BRB"
"9905",16,2017,11,9.89666666666667,"Kviteseid1","Telemark","1KVB"
"9906",17,2017,11,11.68,"Selbu_Sl","Trøndelag","SLB"
"9907",18,2017,11,5.28333333333333,"Maarud 1","Hedmark","M1B"
"9908",19,2017,11,9.15,"Nes 2","Hedmark","OLB"
"9909",20,2017,11,21.3433333333333,"Kongsvinger 2","Hedmark","JCDB"
"9910",21,2017,11,11.4966666666667,"Notodden5","Telemark","5NOB"
"9911",22,2017,11,10.02,"Fritsøe1","Telemark","1FRB"
"9912",23,2017,11,9.68,"Notodden4","Telemark","4NOB"
"9913",24,2017,11,2.60666666666667,"verdal_2VB","Trøndelag","2VBB"
"9914",25,2017,11,9.65,"Truls Holm","Hedmark","THB"
"9915",26,2017,11,8.26666666666667,"Drangedal1","Telemark","1DRB"
"9916",27,2017,11,10.0266666666667,"Furesdal","Telemark","1FYB"
"9917",28,2017,11,0.95,"Sub_Namdalseid","Trøndelag","1SB"
"9918",29,2017,11,0.293333333333333,"Malvik","Trøndelag","MAB"
"9919",30,2017,11,11.53,"Drangedal4","Telemark","4DRB"
"9920",31,2017,11,6.57,"Nome_Cappelen1","Telemark","1CAB"
"9921",32,2017,11,0.42,"ingen","Trøndelag","1RB"
"9922",33,2017,11,16.5933333333333,"Singsås","Trøndelag","LAB"
"9923",34,2017,11,6.15333333333333,"Stangeskovene Aurskog","Hedmark","SSAB"
"9924",35,2017,11,16.3766666666667,"Hi_tydal","Trøndelag","HIB"
"9925",36,2017,11,8.91666666666667,"Notodden3","Telemark","3NOB"
"9926",37,2017,11,11.1766666666667,"Drangedal3","Telemark","3DRB"
"9927",38,2017,11,1.69,"steinkjer_1BBb","Trøndelag","1BBB"
"9928",39,2017,11,2,"Selbu_Flub","Trøndelag","FLB"
"9929",40,2017,11,5.67,"Stangeskovene Eidskog","Hedmark","SSBB"
"9930",41,2017,11,20.6333333333333,"Maarud 3","Hedmark","M3B"
"9931",42,2017,11,9.68666666666667,"Fritsøe2","Telemark","2FRB"
"9932",43,2017,11,7.54666666666667,"Notodden1","Telemark","1NOB"
"9933",44,2017,11,20.54,"Kviteseid3","Telemark","3KVB"
"9934",45,2017,11,3.95,"verdal_1vb","Trøndelag","1VBB"
"9935",46,2017,11,5.07,"Sørum 1","Hedmark","SKB"
"9936",47,2017,11,1.69,"steinkjer_2BBb","Trøndelag","2BBB"
"9937",0,2018,11,2.43666666666667,"Stig Dæhlen","Hedmark","SDB"
"9938",1,2018,11,1.46666666666667,"Maarud 2","Hedmark","M2B"
"9939",2,2018,11,0.32,"Nome_Cappelen2","Telemark","2CAB"
"9940",3,2018,11,2.14333333333333,"Eidskog","Hedmark","STSKNB"
"9941",4,2018,11,0.866666666666667,"Notodden6","Telemark","6NOB"
"9942",5,2018,11,0.153333333333333,"namdalseid_1kub","Trøndelag","1KB"
"9943",6,2018,11,0.103333333333333,"Fet 3","Hedmark","FKB"
"9944",7,2018,11,0.86,"Didrik Holmsen","Hedmark","DHB"
"9945",8,2018,11,0.38,"Halvard Pramhus","Hedmark","HPB"
"9946",9,2018,11,0.226666666666667,"Selbu_kl","Trøndelag","KLB"
"9947",10,2018,11,0.86,"Kongsvinger 1","Hedmark","IAAB"
"9948",11,2018,11,0.136666666666667,"Nsb_Verdal","Trøndelag","1NSB"
"9949",12,2018,11,1.9,"Sl_Tydal","Trøndelag","SEB"
"9950",13,2018,11,2.82333333333333,"Nes 1","Hedmark","DDB"
"9951",14,2018,11,2.41333333333333,"Kviteseid2","Telemark","2KVB"
"9952",15,2018,11,0.246666666666667,"Bratsberg","Trøndelag","BRB"
"9953",16,2018,11,1.38,"Kviteseid1","Telemark","1KVB"
"9954",17,2018,11,0.343333333333333,"Selbu_Sl","Trøndelag","SLB"
"9955",18,2018,11,2.22333333333333,"Maarud 1","Hedmark","M1B"
"9956",19,2018,11,2.32,"Nes 2","Hedmark","OLB"
"9957",20,2018,11,1.15666666666667,"Kongsvinger 2","Hedmark","JCDB"
"9958",21,2018,11,2.36333333333333,"Notodden5","Telemark","5NOB"
"9959",22,2018,11,2.83,"Fritsøe1","Telemark","1FRB"
"9960",23,2018,11,1.81333333333333,"Notodden4","Telemark","4NOB"
"9961",24,2018,11,0.243333333333333,"verdal_2VB","Trøndelag","2VBB"
"9962",25,2018,11,1.65,"Truls Holm","Hedmark","THB"
"9963",26,2018,11,0.616666666666667,"Drangedal1","Telemark","1DRB"
"9964",27,2018,11,0.16,"Furesdal","Telemark","1FYB"
"9965",28,2018,11,0.173333333333333,"Sub_Namdalseid","Trøndelag","1SB"
"9966",29,2018,11,0.203333333333333,"Malvik","Trøndelag","MAB"
"9967",30,2018,11,0.613333333333333,"Drangedal4","Telemark","4DRB"
"9968",31,2018,11,0.503333333333333,"Nome_Cappelen1","Telemark","1CAB"
"9969",32,2018,11,0.143333333333333,"ingen","Trøndelag","1RB"
"9970",33,2018,11,0.793333333333333,"Singsås","Trøndelag","LAB"
"9971",34,2018,11,0.673333333333333,"Stangeskovene Aurskog","Hedmark","SSAB"
"9972",35,2018,11,1.25666666666667,"Hi_tydal","Trøndelag","HIB"
"9973",36,2018,11,2.09666666666667,"Notodden3","Telemark","3NOB"
"9974",37,2018,11,0.576666666666667,"Drangedal3","Telemark","3DRB"
"9975",38,2018,11,0.12,"steinkjer_1BBb","Trøndelag","1BBB"
"9976",39,2018,11,0.166666666666667,"Selbu_Flub","Trøndelag","FLB"
"9977",40,2018,11,1.70333333333333,"Stangeskovene Eidskog","Hedmark","SSBB"
"9978",41,2018,11,1.52333333333333,"Maarud 3","Hedmark","M3B"
"9979",42,2018,11,0.72,"Fritsøe2","Telemark","2FRB"
"9980",43,2018,11,1.44666666666667,"Notodden1","Telemark","1NOB"
"9981",44,2018,11,2.09,"Kviteseid3","Telemark","3KVB"
"9982",45,2018,11,0.33,"verdal_1vb","Trøndelag","1VBB"
"9983",46,2018,11,0.12,"Sørum 1","Hedmark","SKB"
"9984",47,2018,11,0.126666666666667,"steinkjer_2BBb","Trøndelag","2BBB"
"9985",0,2019,11,5.85,"Stig Dæhlen","Hedmark","SDB"
"9986",1,2019,11,7.70666666666667,"Maarud 2","Hedmark","M2B"
"9987",2,2019,11,3.45333333333333,"Nome_Cappelen2","Telemark","2CAB"
"9988",3,2019,11,6.69,"Eidskog","Hedmark","STSKNB"
"9989",4,2019,11,43.36,"Notodden6","Telemark","6NOB"
"9990",5,2019,11,1.02,"namdalseid_1kub","Trøndelag","1KB"
"9991",6,2019,11,5.18666666666667,"Fet 3","Hedmark","FKB"
"9992",7,2019,11,7.10666666666667,"Didrik Holmsen","Hedmark","DHB"
"9993",8,2019,11,7.28333333333333,"Halvard Pramhus","Hedmark","HPB"
"9994",9,2019,11,2.36,"Selbu_kl","Trøndelag","KLB"
"9995",10,2019,11,11.66,"Kongsvinger 1","Hedmark","IAAB"
"9996",11,2019,11,0.796666666666667,"Nsb_Verdal","Trøndelag","1NSB"
"9997",12,2019,11,48.6166666666667,"Sl_Tydal","Trøndelag","SEB"
"9998",13,2019,11,5.77,"Nes 1","Hedmark","DDB"
"9999",14,2019,11,81.9433333333333,"Kviteseid2","Telemark","2KVB"
"10000",15,2019,11,4.06333333333333,"Bratsberg","Trøndelag","BRB"
"10001",16,2019,11,43.64,"Kviteseid1","Telemark","1KVB"
"10002",17,2019,11,14.3066666666667,"Selbu_Sl","Trøndelag","SLB"
"10003",18,2019,11,6.47,"Maarud 1","Hedmark","M1B"
"10004",19,2019,11,7.17333333333333,"Nes 2","Hedmark","OLB"
"10005",20,2019,11,12.67,"Kongsvinger 2","Hedmark","JCDB"
"10006",21,2019,11,51.9,"Notodden5","Telemark","5NOB"
"10007",22,2019,11,56.6566666666667,"Fritsøe1","Telemark","1FRB"
"10008",23,2019,11,50.8,"Notodden4","Telemark","4NOB"
"10009",24,2019,11,0.96,"verdal_2VB","Trøndelag","2VBB"
"10010",25,2019,11,7.24666666666667,"Truls Holm","Hedmark","THB"
"10011",26,2019,11,8.17333333333333,"Drangedal1","Telemark","1DRB"
"10012",27,2019,11,30.8133333333333,"Furesdal","Telemark","1FYB"
"10013",28,2019,11,0.996666666666667,"Sub_Namdalseid","Trøndelag","1SB"
"10014",29,2019,11,3.55333333333333,"Malvik","Trøndelag","MAB"
"10015",30,2019,11,33.6733333333333,"Drangedal4","Telemark","4DRB"
"10016",31,2019,11,6.21333333333333,"Nome_Cappelen1","Telemark","1CAB"
"10017",32,2019,11,1.04666666666667,"ingen","Trøndelag","1RB"
"10018",33,2019,11,27.1266666666667,"Singsås","Trøndelag","LAB"
"10019",34,2019,11,7.47333333333333,"Stangeskovene Aurskog","Hedmark","SSAB"
"10020",35,2019,11,17.9533333333333,"Hi_tydal","Trøndelag","HIB"
"10021",36,2019,11,52.04,"Notodden3","Telemark","3NOB"
"10022",37,2019,11,34.85,"Drangedal3","Telemark","3DRB"
"10023",38,2019,11,3.06666666666667,"steinkjer_1BBb","Trøndelag","1BBB"
"10024",39,2019,11,2.30333333333333,"Selbu_Flub","Trøndelag","FLB"
"10025",40,2019,11,6.47666666666667,"Stangeskovene Eidskog","Hedmark","SSBB"
"10026",41,2019,11,11.6133333333333,"Maarud 3","Hedmark","M3B"
"10027",42,2019,11,21.4533333333333,"Fritsøe2","Telemark","2FRB"
"10028",43,2019,11,44.9133333333333,"Notodden1","Telemark","1NOB"
"10029",44,2019,11,55.2,"Kviteseid3","Telemark","3KVB"
"10030",45,2019,11,1.23333333333333,"verdal_1vb","Trøndelag","1VBB"
"10031",46,2019,11,5.62666666666667,"Sørum 1","Hedmark","SKB"
"10032",47,2019,11,2.98333333333333,"steinkjer_2BBb","Trøndelag","2BBB"
"10033",0,2001,12,8.71290322580645,"Stig Dæhlen","Hedmark","SDB"
"10034",1,2001,12,33.9677419354839,"Maarud 2","Hedmark","M2B"
"10035",2,2001,12,2.83870967741935,"Nome_Cappelen2","Telemark","2CAB"
"10036",3,2001,12,22.4129032258065,"Eidskog","Hedmark","STSKNB"
"10037",4,2001,12,55.1903225806452,"Notodden6","Telemark","6NOB"
"10038",5,2001,12,7.70322580645161,"namdalseid_1kub","Trøndelag","1KB"
"10039",6,2001,12,9.05483870967742,"Fet 3","Hedmark","FKB"
"10040",7,2001,12,6.03548387096774,"Didrik Holmsen","Hedmark","DHB"
"10041",8,2001,12,13.5838709677419,"Halvard Pramhus","Hedmark","HPB"
"10042",9,2001,12,11.1935483870968,"Selbu_kl","Trøndelag","KLB"
"10043",10,2001,12,38.8,"Kongsvinger 1","Hedmark","IAAB"
"10044",11,2001,12,6.01290322580645,"Nsb_Verdal","Trøndelag","1NSB"
"10045",12,2001,12,77.8967741935484,"Sl_Tydal","Trøndelag","SEB"
"10046",13,2001,12,10.7451612903226,"Nes 1","Hedmark","DDB"
"10047",14,2001,12,112.077419354839,"Kviteseid2","Telemark","2KVB"
"10048",15,2001,12,8.55483870967742,"Bratsberg","Trøndelag","BRB"
"10049",16,2001,12,58.6774193548387,"Kviteseid1","Telemark","1KVB"
"10050",17,2001,12,15.758064516129,"Selbu_Sl","Trøndelag","SLB"
"10051",18,2001,12,10.9967741935484,"Maarud 1","Hedmark","M1B"
"10052",19,2001,12,30.4741935483871,"Nes 2","Hedmark","OLB"
"10053",20,2001,12,39.1225806451613,"Kongsvinger 2","Hedmark","JCDB"
"10054",21,2001,12,104.338709677419,"Notodden5","Telemark","5NOB"
"10055",22,2001,12,128.767741935484,"Fritsøe1","Telemark","1FRB"
"10056",23,2001,12,107.135483870968,"Notodden4","Telemark","4NOB"
"10057",24,2001,12,3.69677419354839,"verdal_2VB","Trøndelag","2VBB"
"10058",25,2001,12,56.5806451612903,"Truls Holm","Hedmark","THB"
"10059",26,2001,12,30.3870967741935,"Drangedal1","Telemark","1DRB"
"10060",27,2001,12,44.7129032258064,"Furesdal","Telemark","1FYB"
"10061",28,2001,12,7.36129032258065,"Sub_Namdalseid","Trøndelag","1SB"
"10062",29,2001,12,6.84516129032258,"Malvik","Trøndelag","MAB"
"10063",30,2001,12,40.6483870967742,"Drangedal4","Telemark","4DRB"
"10064",31,2001,12,2.60322580645161,"Nome_Cappelen1","Telemark","1CAB"
"10065",32,2001,12,7.5258064516129,"ingen","Trøndelag","1RB"
"10066",33,2001,12,11.5774193548387,"Singsås","Trøndelag","LAB"
"10067",34,2001,12,8.03225806451613,"Stangeskovene Aurskog","Hedmark","SSAB"
"10068",35,2001,12,41.8709677419355,"Hi_tydal","Trøndelag","HIB"
"10069",36,2001,12,104.248387096774,"Notodden3","Telemark","3NOB"
"10070",37,2001,12,48.0225806451613,"Drangedal3","Telemark","3DRB"
"10071",38,2001,12,7.09032258064516,"steinkjer_1BBb","Trøndelag","1BBB"
"10072",39,2001,12,9.43548387096774,"Selbu_Flub","Trøndelag","FLB"
"10073",40,2001,12,8.75806451612903,"Stangeskovene Eidskog","Hedmark","SSBB"
"10074",41,2001,12,41.2612903225806,"Maarud 3","Hedmark","M3B"
"10075",42,2001,12,51.9064516129032,"Fritsøe2","Telemark","2FRB"
"10076",43,2001,12,50.8516129032258,"Notodden1","Telemark","1NOB"
"10077",44,2001,12,104.354838709677,"Kviteseid3","Telemark","3KVB"
"10078",45,2001,12,3.73225806451613,"verdal_1vb","Trøndelag","1VBB"
"10079",46,2001,12,9.5741935483871,"Sørum 1","Hedmark","SKB"
"10080",47,2001,12,7.21612903225806,"steinkjer_2BBb","Trøndelag","2BBB"
"10081",0,2002,12,91.3354838709677,"Stig Dæhlen","Hedmark","SDB"
"10082",1,2002,12,79.7387096774194,"Maarud 2","Hedmark","M2B"
"10083",2,2002,12,127.08064516129,"Nome_Cappelen2","Telemark","2CAB"
"10084",3,2002,12,90.4096774193548,"Eidskog","Hedmark","STSKNB"
"10085",4,2002,12,90.5258064516129,"Notodden6","Telemark","6NOB"
"10086",5,2002,12,8.68387096774194,"namdalseid_1kub","Trøndelag","1KB"
"10087",6,2002,12,97.5774193548387,"Fet 3","Hedmark","FKB"
"10088",7,2002,12,94.2645161290323,"Didrik Holmsen","Hedmark","DHB"
"10089",8,2002,12,77.9387096774194,"Halvard Pramhus","Hedmark","HPB"
"10090",9,2002,12,36.041935483871,"Selbu_kl","Trøndelag","KLB"
"10091",10,2002,12,78.1548387096774,"Kongsvinger 1","Hedmark","IAAB"
"10092",11,2002,12,8.13870967741935,"Nsb_Verdal","Trøndelag","1NSB"
"10093",12,2002,12,35.158064516129,"Sl_Tydal","Trøndelag","SEB"
"10094",13,2002,12,86.2516129032258,"Nes 1","Hedmark","DDB"
"10095",14,2002,12,171.641935483871,"Kviteseid2","Telemark","2KVB"
"10096",15,2002,12,13.5935483870968,"Bratsberg","Trøndelag","BRB"
"10097",16,2002,12,163.164516129032,"Kviteseid1","Telemark","1KVB"
"10098",17,2002,12,36.1612903225806,"Selbu_Sl","Trøndelag","SLB"
"10099",18,2002,12,79.2193548387097,"Maarud 1","Hedmark","M1B"
"10100",19,2002,12,81.3774193548387,"Nes 2","Hedmark","OLB"
"10101",20,2002,12,84.441935483871,"Kongsvinger 2","Hedmark","JCDB"
"10102",21,2002,12,138.658064516129,"Notodden5","Telemark","5NOB"
"10103",22,2002,12,174.958064516129,"Fritsøe1","Telemark","1FRB"
"10104",23,2002,12,155.670967741935,"Notodden4","Telemark","4NOB"
"10105",24,2002,12,9.64838709677419,"verdal_2VB","Trøndelag","2VBB"
"10106",25,2002,12,91.1193548387097,"Truls Holm","Hedmark","THB"
"10107",26,2002,12,143.729032258065,"Drangedal1","Telemark","1DRB"
"10108",27,2002,12,119.390322580645,"Furesdal","Telemark","1FYB"
"10109",28,2002,12,15.7677419354839,"Sub_Namdalseid","Trøndelag","1SB"
"10110",29,2002,12,13.9516129032258,"Malvik","Trøndelag","MAB"
"10111",30,2002,12,124.074193548387,"Drangedal4","Telemark","4DRB"
"10112",31,2002,12,137.035483870968,"Nome_Cappelen1","Telemark","1CAB"
"10113",32,2002,12,13.5741935483871,"ingen","Trøndelag","1RB"
"10114",33,2002,12,29.1774193548387,"Singsås","Trøndelag","LAB"
"10115",34,2002,12,101.987096774194,"Stangeskovene Aurskog","Hedmark","SSAB"
"10116",35,2002,12,33.4483870967742,"Hi_tydal","Trøndelag","HIB"
"10117",36,2002,12,145.364516129032,"Notodden3","Telemark","3NOB"
"10118",37,2002,12,124.78064516129,"Drangedal3","Telemark","3DRB"
"10119",38,2002,12,18.9806451612903,"steinkjer_1BBb","Trøndelag","1BBB"
"10120",39,2002,12,23.0709677419355,"Selbu_Flub","Trøndelag","FLB"
"10121",40,2002,12,98.1838709677419,"Stangeskovene Eidskog","Hedmark","SSBB"
"10122",41,2002,12,84.9838709677419,"Maarud 3","Hedmark","M3B"
"10123",42,2002,12,125.867741935484,"Fritsøe2","Telemark","2FRB"
"10124",43,2002,12,119.809677419355,"Notodden1","Telemark","1NOB"
"10125",44,2002,12,174.58064516129,"Kviteseid3","Telemark","3KVB"
"10126",45,2002,12,23.2677419354839,"verdal_1vb","Trøndelag","1VBB"
"10127",46,2002,12,111.035483870968,"Sørum 1","Hedmark","SKB"
"10128",47,2002,12,18.3774193548387,"steinkjer_2BBb","Trøndelag","2BBB"
"10129",0,2003,12,3.3258064516129,"Stig Dæhlen","Hedmark","SDB"
"10130",1,2003,12,5.8,"Maarud 2","Hedmark","M2B"
"10131",2,2003,12,2.95483870967742,"Nome_Cappelen2","Telemark","2CAB"
"10132",3,2003,12,3.64838709677419,"Eidskog","Hedmark","STSKNB"
"10133",4,2003,12,11.9387096774194,"Notodden6","Telemark","6NOB"
"10134",5,2003,12,29.9193548387097,"namdalseid_1kub","Trøndelag","1KB"
"10135",6,2003,12,6.23225806451613,"Fet 3","Hedmark","FKB"
"10136",7,2003,12,4,"Didrik Holmsen","Hedmark","DHB"
"10137",8,2003,12,5.76451612903226,"Halvard Pramhus","Hedmark","HPB"
"10138",9,2003,12,41.2612903225806,"Selbu_kl","Trøndelag","KLB"
"10139",10,2003,12,9.5,"Kongsvinger 1","Hedmark","IAAB"
"10140",11,2003,12,19.3,"Nsb_Verdal","Trøndelag","1NSB"
"10141",12,2003,12,44.4064516129032,"Sl_Tydal","Trøndelag","SEB"
"10142",13,2003,12,3.80967741935484,"Nes 1","Hedmark","DDB"
"10143",14,2003,12,63.9225806451613,"Kviteseid2","Telemark","2KVB"
"10144",15,2003,12,22.7032258064516,"Bratsberg","Trøndelag","BRB"
"10145",16,2003,12,12.4129032258065,"Kviteseid1","Telemark","1KVB"
"10146",17,2003,12,44.8322580645161,"Selbu_Sl","Trøndelag","SLB"
"10147",18,2003,12,3.68064516129032,"Maarud 1","Hedmark","M1B"
"10148",19,2003,12,3.71290322580645,"Nes 2","Hedmark","OLB"
"10149",20,2003,12,10.3096774193548,"Kongsvinger 2","Hedmark","JCDB"
"10150",21,2003,12,85.5967741935484,"Notodden5","Telemark","5NOB"
"10151",22,2003,12,8.32258064516129,"Fritsøe1","Telemark","1FRB"
"10152",23,2003,12,72.5258064516129,"Notodden4","Telemark","4NOB"
"10153",24,2003,12,20.9935483870968,"verdal_2VB","Trøndelag","2VBB"
"10154",25,2003,12,5.04193548387097,"Truls Holm","Hedmark","THB"
"10155",26,2003,12,3.69677419354839,"Drangedal1","Telemark","1DRB"
"10156",27,2003,12,7.88064516129032,"Furesdal","Telemark","1FYB"
"10157",28,2003,12,52.6967741935484,"Sub_Namdalseid","Trøndelag","1SB"
"10158",29,2003,12,32.8064516129032,"Malvik","Trøndelag","MAB"
"10159",30,2003,12,3.54516129032258,"Drangedal4","Telemark","4DRB"
"10160",31,2003,12,2.26774193548387,"Nome_Cappelen1","Telemark","1CAB"
"10161",32,2003,12,57.8258064516129,"ingen","Trøndelag","1RB"
"10162",33,2003,12,37.2064516129032,"Singsås","Trøndelag","LAB"
"10163",34,2003,12,5.21612903225806,"Stangeskovene Aurskog","Hedmark","SSAB"
"10164",35,2003,12,41.2258064516129,"Hi_tydal","Trøndelag","HIB"
"10165",36,2003,12,67.6096774193548,"Notodden3","Telemark","3NOB"
"10166",37,2003,12,3.94193548387097,"Drangedal3","Telemark","3DRB"
"10167",38,2003,12,58.941935483871,"steinkjer_1BBb","Trøndelag","1BBB"
"10168",39,2003,12,37.5290322580645,"Selbu_Flub","Trøndelag","FLB"
"10169",40,2003,12,4.63225806451613,"Stangeskovene Eidskog","Hedmark","SSBB"
"10170",41,2003,12,9.33548387096774,"Maarud 3","Hedmark","M3B"
"10171",42,2003,12,5.41612903225806,"Fritsøe2","Telemark","2FRB"
"10172",43,2003,12,6.91612903225806,"Notodden1","Telemark","1NOB"
"10173",44,2003,12,49.1258064516129,"Kviteseid3","Telemark","3KVB"
"10174",45,2003,12,25.8935483870968,"verdal_1vb","Trøndelag","1VBB"
"10175",46,2003,12,4.16129032258065,"Sørum 1","Hedmark","SKB"
"10176",47,2003,12,58.6516129032258,"steinkjer_2BBb","Trøndelag","2BBB"
"10177",0,2004,12,12.9677419354839,"Stig Dæhlen","Hedmark","SDB"
"10178",1,2004,12,25.9870967741935,"Maarud 2","Hedmark","M2B"
"10179",2,2004,12,8.11935483870968,"Nome_Cappelen2","Telemark","2CAB"
"10180",3,2004,12,18.3387096774194,"Eidskog","Hedmark","STSKNB"
"10181",4,2004,12,10.8096774193548,"Notodden6","Telemark","6NOB"
"10182",5,2004,12,38.0935483870968,"namdalseid_1kub","Trøndelag","1KB"
"10183",6,2004,12,16.6064516129032,"Fet 3","Hedmark","FKB"
"10184",7,2004,12,16.2516129032258,"Didrik Holmsen","Hedmark","DHB"
"10185",8,2004,12,18.2193548387097,"Halvard Pramhus","Hedmark","HPB"
"10186",9,2004,12,44.1225806451613,"Selbu_kl","Trøndelag","KLB"
"10187",10,2004,12,23.7387096774194,"Kongsvinger 1","Hedmark","IAAB"
"10188",11,2004,12,33.2806451612903,"Nsb_Verdal","Trøndelag","1NSB"
"10189",12,2004,12,96.0838709677419,"Sl_Tydal","Trøndelag","SEB"
"10190",13,2004,12,21.8967741935484,"Nes 1","Hedmark","DDB"
"10191",14,2004,12,18.4322580645161,"Kviteseid2","Telemark","2KVB"
"10192",15,2004,12,41.1161290322581,"Bratsberg","Trøndelag","BRB"
"10193",16,2004,12,17.9967741935484,"Kviteseid1","Telemark","1KVB"
"10194",17,2004,12,61.7612903225806,"Selbu_Sl","Trøndelag","SLB"
"10195",18,2004,12,20.258064516129,"Maarud 1","Hedmark","M1B"
"10196",19,2004,12,25.4516129032258,"Nes 2","Hedmark","OLB"
"10197",20,2004,12,29.458064516129,"Kongsvinger 2","Hedmark","JCDB"
"10198",21,2004,12,16.8129032258065,"Notodden5","Telemark","5NOB"
"10199",22,2004,12,18.841935483871,"Fritsøe1","Telemark","1FRB"
"10200",23,2004,12,16.3387096774194,"Notodden4","Telemark","4NOB"
"10201",24,2004,12,30.2096774193548,"verdal_2VB","Trøndelag","2VBB"
"10202",25,2004,12,19.2,"Truls Holm","Hedmark","THB"
"10203",26,2004,12,9.86451612903226,"Drangedal1","Telemark","1DRB"
"10204",27,2004,12,15.8258064516129,"Furesdal","Telemark","1FYB"
"10205",28,2004,12,55.8483870967742,"Sub_Namdalseid","Trøndelag","1SB"
"10206",29,2004,12,37.8483870967742,"Malvik","Trøndelag","MAB"
"10207",30,2004,12,11.4709677419355,"Drangedal4","Telemark","4DRB"
"10208",31,2004,12,7.18064516129032,"Nome_Cappelen1","Telemark","1CAB"
"10209",32,2004,12,62.1193548387097,"ingen","Trøndelag","1RB"
"10210",33,2004,12,56.8612903225806,"Singsås","Trøndelag","LAB"
"10211",34,2004,12,18.2935483870968,"Stangeskovene Aurskog","Hedmark","SSAB"
"10212",35,2004,12,86.4451612903226,"Hi_tydal","Trøndelag","HIB"
"10213",36,2004,12,14.9548387096774,"Notodden3","Telemark","3NOB"
"10214",37,2004,12,9.42258064516129,"Drangedal3","Telemark","3DRB"
"10215",38,2004,12,79.3193548387097,"steinkjer_1BBb","Trøndelag","1BBB"
"10216",39,2004,12,29.7354838709677,"Selbu_Flub","Trøndelag","FLB"
"10217",40,2004,12,18.7677419354839,"Stangeskovene Eidskog","Hedmark","SSBB"
"10218",41,2004,12,29.1967741935484,"Maarud 3","Hedmark","M3B"
"10219",42,2004,12,15.5645161290323,"Fritsøe2","Telemark","2FRB"
"10220",43,2004,12,10.4096774193548,"Notodden1","Telemark","1NOB"
"10221",44,2004,12,22.9322580645161,"Kviteseid3","Telemark","3KVB"
"10222",45,2004,12,28.6322580645161,"verdal_1vb","Trøndelag","1VBB"
"10223",46,2004,12,14.9064516129032,"Sørum 1","Hedmark","SKB"
"10224",47,2004,12,80.6064516129032,"steinkjer_2BBb","Trøndelag","2BBB"
"10225",0,2005,12,10.9096774193548,"Stig Dæhlen","Hedmark","SDB"
"10226",1,2005,12,18.5838709677419,"Maarud 2","Hedmark","M2B"
"10227",2,2005,12,7.09032258064516,"Nome_Cappelen2","Telemark","2CAB"
"10228",3,2005,12,16.7064516129032,"Eidskog","Hedmark","STSKNB"
"10229",4,2005,12,26.4935483870968,"Notodden6","Telemark","6NOB"
"10230",5,2005,12,70.3483870967742,"namdalseid_1kub","Trøndelag","1KB"
"10231",6,2005,12,16.2709677419355,"Fet 3","Hedmark","FKB"
"10232",7,2005,12,20.2645161290323,"Didrik Holmsen","Hedmark","DHB"
"10233",8,2005,12,13.9322580645161,"Halvard Pramhus","Hedmark","HPB"
"10234",9,2005,12,37.7903225806452,"Selbu_kl","Trøndelag","KLB"
"10235",10,2005,12,18.558064516129,"Kongsvinger 1","Hedmark","IAAB"
