"","Site","Year","Month","SWE_mm","LocalityName","Region","LocalityCode"
"2075",10,2006,3,147.841935483871,"Kongsvinger 1","Hedmark","IAAB"
"2076",11,2006,3,41.4870967741935,"Nsb_Verdal","Trøndelag","1NSB"
"2077",12,2006,3,266.28064516129,"Sl_Tydal","Trøndelag","SEB"
"2078",13,2006,3,148.2,"Nes 1","Hedmark","DDB"
"2079",14,2006,3,306.961290322581,"Kviteseid2","Telemark","2KVB"
"2080",15,2006,3,77.7516129032258,"Bratsberg","Trøndelag","BRB"
"2081",16,2006,3,230.093548387097,"Kviteseid1","Telemark","1KVB"
"2082",17,2006,3,124.774193548387,"Selbu_Sl","Trøndelag","SLB"
"2083",18,2006,3,134.335483870968,"Maarud 1","Hedmark","M1B"
"2084",19,2006,3,161.496774193548,"Nes 2","Hedmark","OLB"
"2085",20,2006,3,155.361290322581,"Kongsvinger 2","Hedmark","JCDB"
"2086",21,2006,3,198.141935483871,"Notodden5","Telemark","5NOB"
"2087",22,2006,3,373.758064516129,"Fritsøe1","Telemark","1FRB"
"2088",23,2006,3,202.493548387097,"Notodden4","Telemark","4NOB"
"2089",24,2006,3,58.3129032258065,"verdal_2VB","Trøndelag","2VBB"
"2090",25,2006,3,147.325806451613,"Truls Holm","Hedmark","THB"
"2091",26,2006,3,257.577419354839,"Drangedal1","Telemark","1DRB"
"2092",27,2006,3,206.083870967742,"Furesdal","Telemark","1FYB"
"2093",28,2006,3,112.532258064516,"Sub_Namdalseid","Trøndelag","1SB"
"2094",29,2006,3,94.5451612903226,"Malvik","Trøndelag","MAB"
"2095",30,2006,3,275.074193548387,"Drangedal4","Telemark","4DRB"
"2096",31,2006,3,231.329032258065,"Nome_Cappelen1","Telemark","1CAB"
"2097",32,2006,3,102.735483870968,"ingen","Trøndelag","1RB"
"2098",33,2006,3,87.9258064516129,"Singsås","Trøndelag","LAB"
"2099",34,2006,3,157.970967741935,"Stangeskovene Aurskog","Hedmark","SSAB"
"2100",35,2006,3,239.767741935484,"Hi_tydal","Trøndelag","HIB"
"2101",36,2006,3,183.551612903226,"Notodden3","Telemark","3NOB"
"2102",37,2006,3,268.690322580645,"Drangedal3","Telemark","3DRB"
"2103",38,2006,3,189.558064516129,"steinkjer_1BBb","Trøndelag","1BBB"
"2104",39,2006,3,94.758064516129,"Selbu_Flub","Trøndelag","FLB"
"2105",40,2006,3,113.367741935484,"Stangeskovene Eidskog","Hedmark","SSBB"
"2106",41,2006,3,161.783870967742,"Maarud 3","Hedmark","M3B"
"2107",42,2006,3,350.754838709677,"Fritsøe2","Telemark","2FRB"
"2108",43,2006,3,158.945161290323,"Notodden1","Telemark","1NOB"
"2109",44,2006,3,256.693548387097,"Kviteseid3","Telemark","3KVB"
"2110",45,2006,3,70.3516129032258,"verdal_1vb","Trøndelag","1VBB"
"2111",46,2006,3,137.967741935484,"Sørum 1","Hedmark","SKB"
"2112",47,2006,3,190.129032258065,"steinkjer_2BBb","Trøndelag","2BBB"
"2113",0,2007,3,22.0870967741935,"Stig Dæhlen","Hedmark","SDB"
"2114",1,2007,3,42.0870967741935,"Maarud 2","Hedmark","M2B"
"2115",2,2007,3,23.7935483870968,"Nome_Cappelen2","Telemark","2CAB"
"2116",3,2007,3,25.4,"Eidskog","Hedmark","STSKNB"
"2117",4,2007,3,34.1709677419355,"Notodden6","Telemark","6NOB"
"2118",5,2007,3,47.9709677419355,"namdalseid_1kub","Trøndelag","1KB"
"2119",6,2007,3,28.6741935483871,"Fet 3","Hedmark","FKB"
"2120",7,2007,3,20.7451612903226,"Didrik Holmsen","Hedmark","DHB"
"2121",8,2007,3,36.0129032258065,"Halvard Pramhus","Hedmark","HPB"
"2122",9,2007,3,28.4064516129032,"Selbu_kl","Trøndelag","KLB"
"2123",10,2007,3,52.0161290322581,"Kongsvinger 1","Hedmark","IAAB"
"2124",11,2007,3,8.20967741935484,"Nsb_Verdal","Trøndelag","1NSB"
"2125",12,2007,3,90.7741935483871,"Sl_Tydal","Trøndelag","SEB"
"2126",13,2007,3,25.9032258064516,"Nes 1","Hedmark","DDB"
"2127",14,2007,3,194.196774193548,"Kviteseid2","Telemark","2KVB"
"2128",15,2007,3,35.7225806451613,"Bratsberg","Trøndelag","BRB"
"2129",16,2007,3,92.0870967741935,"Kviteseid1","Telemark","1KVB"
"2130",17,2007,3,42.4064516129032,"Selbu_Sl","Trøndelag","SLB"
"2131",18,2007,3,27.9193548387097,"Maarud 1","Hedmark","M1B"
"2132",19,2007,3,30.8290322580645,"Nes 2","Hedmark","OLB"
"2133",20,2007,3,63.6483870967742,"Kongsvinger 2","Hedmark","JCDB"
"2134",21,2007,3,110.961290322581,"Notodden5","Telemark","5NOB"
"2135",22,2007,3,154.741935483871,"Fritsøe1","Telemark","1FRB"
"2136",23,2007,3,86.4806451612903,"Notodden4","Telemark","4NOB"
"2137",24,2007,3,14.841935483871,"verdal_2VB","Trøndelag","2VBB"
"2138",25,2007,3,20.8774193548387,"Truls Holm","Hedmark","THB"
"2139",26,2007,3,38.6193548387097,"Drangedal1","Telemark","1DRB"
"2140",27,2007,3,58.1612903225806,"Furesdal","Telemark","1FYB"
"2141",28,2007,3,68.7903225806452,"Sub_Namdalseid","Trøndelag","1SB"
"2142",29,2007,3,31.9903225806452,"Malvik","Trøndelag","MAB"
"2143",30,2007,3,49.8935483870968,"Drangedal4","Telemark","4DRB"
"2144",31,2007,3,21.8129032258065,"Nome_Cappelen1","Telemark","1CAB"
"2145",32,2007,3,61.4709677419355,"ingen","Trøndelag","1RB"
"2146",33,2007,3,47.7612903225806,"Singsås","Trøndelag","LAB"
"2147",34,2007,3,24.3129032258065,"Stangeskovene Aurskog","Hedmark","SSAB"
"2148",35,2007,3,60.1741935483871,"Hi_tydal","Trøndelag","HIB"
"2149",36,2007,3,91.9064516129032,"Notodden3","Telemark","3NOB"
"2150",37,2007,3,49.6322580645161,"Drangedal3","Telemark","3DRB"
"2151",38,2007,3,92.5935483870968,"steinkjer_1BBb","Trøndelag","1BBB"
"2152",39,2007,3,21.9967741935484,"Selbu_Flub","Trøndelag","FLB"
"2153",40,2007,3,20.3290322580645,"Stangeskovene Eidskog","Hedmark","SSBB"
"2154",41,2007,3,55.4806451612903,"Maarud 3","Hedmark","M3B"
"2155",42,2007,3,40.8193548387097,"Fritsøe2","Telemark","2FRB"
"2156",43,2007,3,54.4354838709677,"Notodden1","Telemark","1NOB"
"2157",44,2007,3,208.258064516129,"Kviteseid3","Telemark","3KVB"
"2158",45,2007,3,17.9709677419355,"verdal_1vb","Trøndelag","1VBB"
"2159",46,2007,3,21.7709677419355,"Sørum 1","Hedmark","SKB"
"2160",47,2007,3,86.0451612903226,"steinkjer_2BBb","Trøndelag","2BBB"
"2161",0,2008,3,2.75483870967742,"Stig Dæhlen","Hedmark","SDB"
"2162",1,2008,3,3.65806451612903,"Maarud 2","Hedmark","M2B"
"2163",2,2008,3,6.66774193548387,"Nome_Cappelen2","Telemark","2CAB"
"2164",3,2008,3,3.24516129032258,"Eidskog","Hedmark","STSKNB"
"2165",4,2008,3,155.351612903226,"Notodden6","Telemark","6NOB"
"2166",5,2008,3,19.8387096774194,"namdalseid_1kub","Trøndelag","1KB"
"2167",6,2008,3,3.38064516129032,"Fet 3","Hedmark","FKB"
"2168",7,2008,3,2.8741935483871,"Didrik Holmsen","Hedmark","DHB"
"2169",8,2008,3,3.40645161290323,"Halvard Pramhus","Hedmark","HPB"
"2170",9,2008,3,84.6096774193548,"Selbu_kl","Trøndelag","KLB"
"2171",10,2008,3,42.0096774193548,"Kongsvinger 1","Hedmark","IAAB"
"2172",11,2008,3,9.17741935483871,"Nsb_Verdal","Trøndelag","1NSB"
"2173",12,2008,3,200.151612903226,"Sl_Tydal","Trøndelag","SEB"
"2174",13,2008,3,3.05161290322581,"Nes 1","Hedmark","DDB"
"2175",14,2008,3,471.561290322581,"Kviteseid2","Telemark","2KVB"
"2176",15,2008,3,22.9225806451613,"Bratsberg","Trøndelag","BRB"
"2177",16,2008,3,234.364516129032,"Kviteseid1","Telemark","1KVB"
"2178",17,2008,3,150.945161290323,"Selbu_Sl","Trøndelag","SLB"
"2179",18,2008,3,2.68064516129032,"Maarud 1","Hedmark","M1B"
"2180",19,2008,3,3.33225806451613,"Nes 2","Hedmark","OLB"
"2181",20,2008,3,72.1516129032258,"Kongsvinger 2","Hedmark","JCDB"
"2182",21,2008,3,281.306451612903,"Notodden5","Telemark","5NOB"
"2183",22,2008,3,315.164516129032,"Fritsøe1","Telemark","1FRB"
"2184",23,2008,3,206.938709677419,"Notodden4","Telemark","4NOB"
"2185",24,2008,3,13.4193548387097,"verdal_2VB","Trøndelag","2VBB"
"2186",25,2008,3,3.58387096774194,"Truls Holm","Hedmark","THB"
"2187",26,2008,3,7.53548387096774,"Drangedal1","Telemark","1DRB"
"2188",27,2008,3,167.603225806452,"Furesdal","Telemark","1FYB"
"2189",28,2008,3,231.01935483871,"Sub_Namdalseid","Trøndelag","1SB"
"2190",29,2008,3,21.3387096774194,"Malvik","Trøndelag","MAB"
"2191",30,2008,3,61.6612903225806,"Drangedal4","Telemark","4DRB"
"2192",31,2008,3,6.97096774193548,"Nome_Cappelen1","Telemark","1CAB"
"2193",32,2008,3,83.0064516129032,"ingen","Trøndelag","1RB"
"2194",33,2008,3,108.858064516129,"Singsås","Trøndelag","LAB"
"2195",34,2008,3,3.38387096774194,"Stangeskovene Aurskog","Hedmark","SSAB"
"2196",35,2008,3,161.409677419355,"Hi_tydal","Trøndelag","HIB"
"2197",36,2008,3,213.135483870968,"Notodden3","Telemark","3NOB"
"2198",37,2008,3,77.6774193548387,"Drangedal3","Telemark","3DRB"
"2199",38,2008,3,223.332258064516,"steinkjer_1BBb","Trøndelag","1BBB"
"2200",39,2008,3,15.8516129032258,"Selbu_Flub","Trøndelag","FLB"
"2201",40,2008,3,3.27096774193548,"Stangeskovene Eidskog","Hedmark","SSBB"
"2202",41,2008,3,44.9064516129032,"Maarud 3","Hedmark","M3B"
"2203",42,2008,3,79.3258064516129,"Fritsøe2","Telemark","2FRB"
"2204",43,2008,3,171.78064516129,"Notodden1","Telemark","1NOB"
"2205",44,2008,3,414.922580645161,"Kviteseid3","Telemark","3KVB"
"2206",45,2008,3,15.2645161290323,"verdal_1vb","Trøndelag","1VBB"
"2207",46,2008,3,3.05806451612903,"Sørum 1","Hedmark","SKB"
"2208",47,2008,3,217.122580645161,"steinkjer_2BBb","Trøndelag","2BBB"
"2209",0,2009,3,99.2290322580645,"Stig Dæhlen","Hedmark","SDB"
"2210",1,2009,3,132.703225806452,"Maarud 2","Hedmark","M2B"
"2211",2,2009,3,207.222580645161,"Nome_Cappelen2","Telemark","2CAB"
"2212",3,2009,3,112.548387096774,"Eidskog","Hedmark","STSKNB"
"2213",4,2009,3,165.2,"Notodden6","Telemark","6NOB"
"2214",5,2009,3,239.541935483871,"namdalseid_1kub","Trøndelag","1KB"
"2215",6,2009,3,129.912903225806,"Fet 3","Hedmark","FKB"
"2216",7,2009,3,118.109677419355,"Didrik Holmsen","Hedmark","DHB"
"2217",8,2009,3,113.464516129032,"Halvard Pramhus","Hedmark","HPB"
"2218",9,2009,3,244.332258064516,"Selbu_kl","Trøndelag","KLB"
"2219",10,2009,3,143.367741935484,"Kongsvinger 1","Hedmark","IAAB"
"2220",11,2009,3,33.2290322580645,"Nsb_Verdal","Trøndelag","1NSB"
"2221",12,2009,3,294.954838709677,"Sl_Tydal","Trøndelag","SEB"
"2222",13,2009,3,109.161290322581,"Nes 1","Hedmark","DDB"
"2223",14,2009,3,328.393548387097,"Kviteseid2","Telemark","2KVB"
"2224",15,2009,3,146.332258064516,"Bratsberg","Trøndelag","BRB"
"2225",16,2009,3,235.825806451613,"Kviteseid1","Telemark","1KVB"
"2226",17,2009,3,295.122580645161,"Selbu_Sl","Trøndelag","SLB"
"2227",18,2009,3,100.306451612903,"Maarud 1","Hedmark","M1B"
"2228",19,2009,3,131.412903225806,"Nes 2","Hedmark","OLB"
"2229",20,2009,3,153.329032258065,"Kongsvinger 2","Hedmark","JCDB"
"2230",21,2009,3,202.396774193548,"Notodden5","Telemark","5NOB"
"2231",22,2009,3,247.583870967742,"Fritsøe1","Telemark","1FRB"
"2232",23,2009,3,162.877419354839,"Notodden4","Telemark","4NOB"
"2233",24,2009,3,88.7258064516129,"verdal_2VB","Trøndelag","2VBB"
"2234",25,2009,3,107.658064516129,"Truls Holm","Hedmark","THB"
"2235",26,2009,3,304.590322580645,"Drangedal1","Telemark","1DRB"
"2236",27,2009,3,171.2,"Furesdal","Telemark","1FYB"
"2237",28,2009,3,387.38064516129,"Sub_Namdalseid","Trøndelag","1SB"
"2238",29,2009,3,162.703225806452,"Malvik","Trøndelag","MAB"
"2239",30,2009,3,312.254838709677,"Drangedal4","Telemark","4DRB"
"2240",31,2009,3,244.583870967742,"Nome_Cappelen1","Telemark","1CAB"
"2241",32,2009,3,269.732258064516,"ingen","Trøndelag","1RB"
"2242",33,2009,3,273.351612903226,"Singsås","Trøndelag","LAB"
"2243",34,2009,3,141.645161290323,"Stangeskovene Aurskog","Hedmark","SSAB"
"2244",35,2009,3,290.983870967742,"Hi_tydal","Trøndelag","HIB"
"2245",36,2009,3,168.893548387097,"Notodden3","Telemark","3NOB"
"2246",37,2009,3,335.303225806452,"Drangedal3","Telemark","3DRB"
"2247",38,2009,3,276.548387096774,"steinkjer_1BBb","Trøndelag","1BBB"
"2248",39,2009,3,174.567741935484,"Selbu_Flub","Trøndelag","FLB"
"2249",40,2009,3,92.2516129032258,"Stangeskovene Eidskog","Hedmark","SSBB"
"2250",41,2009,3,142.170967741935,"Maarud 3","Hedmark","M3B"
"2251",42,2009,3,238.941935483871,"Fritsøe2","Telemark","2FRB"
"2252",43,2009,3,179.864516129032,"Notodden1","Telemark","1NOB"
"2253",44,2009,3,269.938709677419,"Kviteseid3","Telemark","3KVB"
"2254",45,2009,3,118.854838709677,"verdal_1vb","Trøndelag","1VBB"
"2255",46,2009,3,114.306451612903,"Sørum 1","Hedmark","SKB"
"2256",47,2009,3,278.761290322581,"steinkjer_2BBb","Trøndelag","2BBB"
"2257",0,2010,3,84.5354838709677,"Stig Dæhlen","Hedmark","SDB"
"2258",1,2010,3,96.8548387096774,"Maarud 2","Hedmark","M2B"
"2259",2,2010,3,95.5064516129032,"Nome_Cappelen2","Telemark","2CAB"
"2260",3,2010,3,79.2903225806452,"Eidskog","Hedmark","STSKNB"
"2261",4,2010,3,145.661290322581,"Notodden6","Telemark","6NOB"
"2262",5,2010,3,228.28064516129,"namdalseid_1kub","Trøndelag","1KB"
"2263",6,2010,3,118.664516129032,"Fet 3","Hedmark","FKB"
"2264",7,2010,3,98.4096774193548,"Didrik Holmsen","Hedmark","DHB"
"2265",8,2010,3,88.6225806451613,"Halvard Pramhus","Hedmark","HPB"
"2266",9,2010,3,145.922580645161,"Selbu_kl","Trøndelag","KLB"
"2267",10,2010,3,115.338709677419,"Kongsvinger 1","Hedmark","IAAB"
"2268",11,2010,3,77.3516129032258,"Nsb_Verdal","Trøndelag","1NSB"
"2269",12,2010,3,164.458064516129,"Sl_Tydal","Trøndelag","SEB"
"2270",13,2010,3,78.2096774193548,"Nes 1","Hedmark","DDB"
"2271",14,2010,3,413.361290322581,"Kviteseid2","Telemark","2KVB"
"2272",15,2010,3,121.506451612903,"Bratsberg","Trøndelag","BRB"
"2273",16,2010,3,213.793548387097,"Kviteseid1","Telemark","1KVB"
"2274",17,2010,3,144.651612903226,"Selbu_Sl","Trøndelag","SLB"
"2275",18,2010,3,83.3516129032258,"Maarud 1","Hedmark","M1B"
"2276",19,2010,3,82.5548387096774,"Nes 2","Hedmark","OLB"
"2277",20,2010,3,128.335483870968,"Kongsvinger 2","Hedmark","JCDB"
"2278",21,2010,3,232.18064516129,"Notodden5","Telemark","5NOB"
"2279",22,2010,3,203.929032258065,"Fritsøe1","Telemark","1FRB"
"2280",23,2010,3,214.216129032258,"Notodden4","Telemark","4NOB"
"2281",24,2010,3,110.158064516129,"verdal_2VB","Trøndelag","2VBB"
"2282",25,2010,3,106.274193548387,"Truls Holm","Hedmark","THB"
"2283",26,2010,3,157.864516129032,"Drangedal1","Telemark","1DRB"
"2284",27,2010,3,163.667741935484,"Furesdal","Telemark","1FYB"
"2285",28,2010,3,208.887096774194,"Sub_Namdalseid","Trøndelag","1SB"
"2286",29,2010,3,101.364516129032,"Malvik","Trøndelag","MAB"
"2287",30,2010,3,204.132258064516,"Drangedal4","Telemark","4DRB"
"2288",31,2010,3,128.741935483871,"Nome_Cappelen1","Telemark","1CAB"
"2289",32,2010,3,173.503225806452,"ingen","Trøndelag","1RB"
"2290",33,2010,3,114.174193548387,"Singsås","Trøndelag","LAB"
"2291",34,2010,3,110.035483870968,"Stangeskovene Aurskog","Hedmark","SSAB"
"2292",35,2010,3,166.432258064516,"Hi_tydal","Trøndelag","HIB"
"2293",36,2010,3,202.777419354839,"Notodden3","Telemark","3NOB"
"2294",37,2010,3,199.929032258065,"Drangedal3","Telemark","3DRB"
"2295",38,2010,3,155.4,"steinkjer_1BBb","Trøndelag","1BBB"
"2296",39,2010,3,105.467741935484,"Selbu_Flub","Trøndelag","FLB"
"2297",40,2010,3,76.2741935483871,"Stangeskovene Eidskog","Hedmark","SSBB"
"2298",41,2010,3,117.48064516129,"Maarud 3","Hedmark","M3B"
"2299",42,2010,3,195.374193548387,"Fritsøe2","Telemark","2FRB"
"2300",43,2010,3,154.874193548387,"Notodden1","Telemark","1NOB"
"2301",44,2010,3,285.029032258064,"Kviteseid3","Telemark","3KVB"
"2302",45,2010,3,112.245161290323,"verdal_1vb","Trøndelag","1VBB"
"2303",46,2010,3,95.2741935483871,"Sørum 1","Hedmark","SKB"
"2304",47,2010,3,156.074193548387,"steinkjer_2BBb","Trøndelag","2BBB"
"2305",0,2011,3,116.303225806452,"Stig Dæhlen","Hedmark","SDB"
"2306",1,2011,3,126.422580645161,"Maarud 2","Hedmark","M2B"
"2307",2,2011,3,149.709677419355,"Nome_Cappelen2","Telemark","2CAB"
"2308",3,2011,3,102.587096774194,"Eidskog","Hedmark","STSKNB"
"2309",4,2011,3,160.112903225806,"Notodden6","Telemark","6NOB"
"2310",5,2011,3,122.174193548387,"namdalseid_1kub","Trøndelag","1KB"
"2311",6,2011,3,150.077419354839,"Fet 3","Hedmark","FKB"
"2312",7,2011,3,154.267741935484,"Didrik Holmsen","Hedmark","DHB"
"2313",8,2011,3,113.645161290323,"Halvard Pramhus","Hedmark","HPB"
"2314",9,2011,3,147.906451612903,"Selbu_kl","Trøndelag","KLB"
"2315",10,2011,3,143.735483870968,"Kongsvinger 1","Hedmark","IAAB"
"2316",11,2011,3,6.69677419354839,"Nsb_Verdal","Trøndelag","1NSB"
"2317",12,2011,3,283.967741935484,"Sl_Tydal","Trøndelag","SEB"
"2318",13,2011,3,91.5193548387097,"Nes 1","Hedmark","DDB"
"2319",14,2011,3,204.296774193548,"Kviteseid2","Telemark","2KVB"
"2320",15,2011,3,82.0258064516129,"Bratsberg","Trøndelag","BRB"
"2321",16,2011,3,217.064516129032,"Kviteseid1","Telemark","1KVB"
"2322",17,2011,3,171.045161290323,"Selbu_Sl","Trøndelag","SLB"
"2323",18,2011,3,98.4967741935484,"Maarud 1","Hedmark","M1B"
"2324",19,2011,3,113.070967741935,"Nes 2","Hedmark","OLB"
"2325",20,2011,3,142.641935483871,"Kongsvinger 2","Hedmark","JCDB"
"2326",21,2011,3,157.703225806452,"Notodden5","Telemark","5NOB"
"2327",22,2011,3,240.125806451613,"Fritsøe1","Telemark","1FRB"
"2328",23,2011,3,150.135483870968,"Notodden4","Telemark","4NOB"
"2329",24,2011,3,21.5387096774194,"verdal_2VB","Trøndelag","2VBB"
"2330",25,2011,3,146.335483870968,"Truls Holm","Hedmark","THB"
"2331",26,2011,3,234.354838709677,"Drangedal1","Telemark","1DRB"
"2332",27,2011,3,195.564516129032,"Furesdal","Telemark","1FYB"
"2333",28,2011,3,222.641935483871,"Sub_Namdalseid","Trøndelag","1SB"
"2334",29,2011,3,93.8709677419355,"Malvik","Trøndelag","MAB"
"2335",30,2011,3,222.658064516129,"Drangedal4","Telemark","4DRB"
"2336",31,2011,3,210.222580645161,"Nome_Cappelen1","Telemark","1CAB"
"2337",32,2011,3,167.935483870968,"ingen","Trøndelag","1RB"
"2338",33,2011,3,263.203225806452,"Singsås","Trøndelag","LAB"
"2339",34,2011,3,177.990322580645,"Stangeskovene Aurskog","Hedmark","SSAB"
"2340",35,2011,3,292.183870967742,"Hi_tydal","Trøndelag","HIB"
"2341",36,2011,3,147.358064516129,"Notodden3","Telemark","3NOB"
"2342",37,2011,3,210.870967741935,"Drangedal3","Telemark","3DRB"
"2343",38,2011,3,212.335483870968,"steinkjer_1BBb","Trøndelag","1BBB"
"2344",39,2011,3,111.312903225806,"Selbu_Flub","Trøndelag","FLB"
"2345",40,2011,3,103.422580645161,"Stangeskovene Eidskog","Hedmark","SSBB"
"2346",41,2011,3,134.635483870968,"Maarud 3","Hedmark","M3B"
"2347",42,2011,3,208.061290322581,"Fritsøe2","Telemark","2FRB"
"2348",43,2011,3,153.690322580645,"Notodden1","Telemark","1NOB"
"2349",44,2011,3,204.390322580645,"Kviteseid3","Telemark","3KVB"
"2350",45,2011,3,45.3225806451613,"verdal_1vb","Trøndelag","1VBB"
"2351",46,2011,3,134.487096774194,"Sørum 1","Hedmark","SKB"
"2352",47,2011,3,211.193548387097,"steinkjer_2BBb","Trøndelag","2BBB"
"2353",0,2012,3,0.641935483870968,"Stig Dæhlen","Hedmark","SDB"
"2354",1,2012,3,1.19354838709677,"Maarud 2","Hedmark","M2B"
"2355",2,2012,3,0.916129032258065,"Nome_Cappelen2","Telemark","2CAB"
"2356",3,2012,3,0.67741935483871,"Eidskog","Hedmark","STSKNB"
"2357",4,2012,3,6.2741935483871,"Notodden6","Telemark","6NOB"
"2358",5,2012,3,177.587096774194,"namdalseid_1kub","Trøndelag","1KB"
"2359",6,2012,3,1.15806451612903,"Fet 3","Hedmark","FKB"
"2360",7,2012,3,1.05483870967742,"Didrik Holmsen","Hedmark","DHB"
"2361",8,2012,3,0.548387096774194,"Halvard Pramhus","Hedmark","HPB"
"2362",9,2012,3,113.31935483871,"Selbu_kl","Trøndelag","KLB"
"2363",10,2012,3,6.64516129032258,"Kongsvinger 1","Hedmark","IAAB"
"2364",11,2012,3,7.19354838709677,"Nsb_Verdal","Trøndelag","1NSB"
"2365",12,2012,3,259.274193548387,"Sl_Tydal","Trøndelag","SEB"
"2366",13,2012,3,0.761290322580645,"Nes 1","Hedmark","DDB"
"2367",14,2012,3,91.4806451612903,"Kviteseid2","Telemark","2KVB"
"2368",15,2012,3,122.21935483871,"Bratsberg","Trøndelag","BRB"
"2369",16,2012,3,50.7258064516129,"Kviteseid1","Telemark","1KVB"
"2370",17,2012,3,141.483870967742,"Selbu_Sl","Trøndelag","SLB"
"2371",18,2012,3,0.748387096774194,"Maarud 1","Hedmark","M1B"
"2372",19,2012,3,0.848387096774194,"Nes 2","Hedmark","OLB"
"2373",20,2012,3,41.6483870967742,"Kongsvinger 2","Hedmark","JCDB"
"2374",21,2012,3,29.9387096774194,"Notodden5","Telemark","5NOB"
"2375",22,2012,3,94.3709677419355,"Fritsøe1","Telemark","1FRB"
"2376",23,2012,3,18.8354838709677,"Notodden4","Telemark","4NOB"
"2377",24,2012,3,21.841935483871,"verdal_2VB","Trøndelag","2VBB"
"2378",25,2012,3,1.50645161290323,"Truls Holm","Hedmark","THB"
"2379",26,2012,3,2.21612903225806,"Drangedal1","Telemark","1DRB"
"2380",27,2012,3,27.7935483870968,"Furesdal","Telemark","1FYB"
"2381",28,2012,3,401.383870967742,"Sub_Namdalseid","Trøndelag","1SB"
"2382",29,2012,3,113.212903225806,"Malvik","Trøndelag","MAB"
"2383",30,2012,3,4.43548387096774,"Drangedal4","Telemark","4DRB"
"2384",31,2012,3,0.996774193548387,"Nome_Cappelen1","Telemark","1CAB"
"2385",32,2012,3,254.493548387097,"ingen","Trøndelag","1RB"
"2386",33,2012,3,113.222580645161,"Singsås","Trøndelag","LAB"
"2387",34,2012,3,2.45806451612903,"Stangeskovene Aurskog","Hedmark","SSAB"
"2388",35,2012,3,194.064516129032,"Hi_tydal","Trøndelag","HIB"
"2389",36,2012,3,16.2161290322581,"Notodden3","Telemark","3NOB"
"2390",37,2012,3,3.5,"Drangedal3","Telemark","3DRB"
"2391",38,2012,3,343.603225806452,"steinkjer_1BBb","Trøndelag","1BBB"
"2392",39,2012,3,72.1483870967742,"Selbu_Flub","Trøndelag","FLB"
"2393",40,2012,3,0.712903225806452,"Stangeskovene Eidskog","Hedmark","SSBB"
"2394",41,2012,3,7.36451612903226,"Maarud 3","Hedmark","M3B"
"2395",42,2012,3,3.6258064516129,"Fritsøe2","Telemark","2FRB"
"2396",43,2012,3,10.5612903225806,"Notodden1","Telemark","1NOB"
"2397",44,2012,3,102.922580645161,"Kviteseid3","Telemark","3KVB"
"2398",45,2012,3,35.2709677419355,"verdal_1vb","Trøndelag","1VBB"
"2399",46,2012,3,0.890322580645161,"Sørum 1","Hedmark","SKB"
"2400",47,2012,3,353.641935483871,"steinkjer_2BBb","Trøndelag","2BBB"
"2401",0,2013,3,59.4903225806452,"Stig Dæhlen","Hedmark","SDB"
"2402",1,2013,3,78.3161290322581,"Maarud 2","Hedmark","M2B"
"2403",2,2013,3,152.206451612903,"Nome_Cappelen2","Telemark","2CAB"
"2404",3,2013,3,65.8129032258065,"Eidskog","Hedmark","STSKNB"
"2405",4,2013,3,150.235483870968,"Notodden6","Telemark","6NOB"
"2406",5,2013,3,100.261290322581,"namdalseid_1kub","Trøndelag","1KB"
"2407",6,2013,3,82.9645161290323,"Fet 3","Hedmark","FKB"
"2408",7,2013,3,85.958064516129,"Didrik Holmsen","Hedmark","DHB"
"2409",8,2013,3,50.5612903225806,"Halvard Pramhus","Hedmark","HPB"
"2410",9,2013,3,124.874193548387,"Selbu_kl","Trøndelag","KLB"
"2411",10,2013,3,87.7677419354839,"Kongsvinger 1","Hedmark","IAAB"
"2412",11,2013,3,9.41290322580645,"Nsb_Verdal","Trøndelag","1NSB"
"2413",12,2013,3,172.822580645161,"Sl_Tydal","Trøndelag","SEB"
"2414",13,2013,3,46.8032258064516,"Nes 1","Hedmark","DDB"
"2415",14,2013,3,228.277419354839,"Kviteseid2","Telemark","2KVB"
"2416",15,2013,3,123.470967741935,"Bratsberg","Trøndelag","BRB"
"2417",16,2013,3,192.896774193548,"Kviteseid1","Telemark","1KVB"
"2418",17,2013,3,136.770967741935,"Selbu_Sl","Trøndelag","SLB"
"2419",18,2013,3,47.241935483871,"Maarud 1","Hedmark","M1B"
"2420",19,2013,3,74.6967741935484,"Nes 2","Hedmark","OLB"
"2421",20,2013,3,86.5161290322581,"Kongsvinger 2","Hedmark","JCDB"
"2422",21,2013,3,167.583870967742,"Notodden5","Telemark","5NOB"
"2423",22,2013,3,249.812903225806,"Fritsøe1","Telemark","1FRB"
"2424",23,2013,3,155.11935483871,"Notodden4","Telemark","4NOB"
"2425",24,2013,3,41.958064516129,"verdal_2VB","Trøndelag","2VBB"
"2426",25,2013,3,66.4838709677419,"Truls Holm","Hedmark","THB"
"2427",26,2013,3,281.845161290323,"Drangedal1","Telemark","1DRB"
"2428",27,2013,3,175.735483870968,"Furesdal","Telemark","1FYB"
"2429",28,2013,3,205.477419354839,"Sub_Namdalseid","Trøndelag","1SB"
"2430",29,2013,3,123.806451612903,"Malvik","Trøndelag","MAB"
"2431",30,2013,3,248.28064516129,"Drangedal4","Telemark","4DRB"
"2432",31,2013,3,209.977419354839,"Nome_Cappelen1","Telemark","1CAB"
