"","Site","Year","Month","Avg_Temp_C","LocalityName","Region","LocalityCode"
"1681",0,2018,2,-5.58571428571429,"Stig Dæhlen","Hedmark","SDB"
"1682",1,2018,2,-6.36071428571429,"Maarud 2","Hedmark","M2B"
"1683",2,2018,2,-4.44285714285714,"Nome_Cappelen2","Telemark","2CAB"
"1684",3,2018,2,-6.04285714285714,"Eidskog","Hedmark","STSKNB"
"1685",4,2018,2,-6.18571428571429,"Notodden6","Telemark","6NOB"
"1686",5,2018,2,-4.1,"namdalseid_1kub","Trøndelag","1KB"
"1687",6,2018,2,-5.07857142857143,"Fet 3","Hedmark","FKB"
"1688",7,2018,2,-5.63928571428571,"Didrik Holmsen","Hedmark","DHB"
"1689",8,2018,2,-6.17857142857143,"Halvard Pramhus","Hedmark","HPB"
"1690",9,2018,2,-6.48571428571429,"Selbu_kl","Trøndelag","KLB"
"1691",10,2018,2,-6.76071428571429,"Kongsvinger 1","Hedmark","IAAB"
"1692",11,2018,2,-4.77857142857143,"Nsb_Verdal","Trøndelag","1NSB"
"1693",12,2018,2,-8.25714285714286,"Sl_Tydal","Trøndelag","SEB"
"1694",13,2018,2,-5.59285714285714,"Nes 1","Hedmark","DDB"
"1695",14,2018,2,-7.28928571428571,"Kviteseid2","Telemark","2KVB"
"1696",15,2018,2,-4.91071428571429,"Bratsberg","Trøndelag","BRB"
"1697",16,2018,2,-6.9,"Kviteseid1","Telemark","1KVB"
"1698",17,2018,2,-6.95714285714286,"Selbu_Sl","Trøndelag","SLB"
"1699",18,2018,2,-5.675,"Maarud 1","Hedmark","M1B"
"1700",19,2018,2,-6.21785714285714,"Nes 2","Hedmark","OLB"
"1701",20,2018,2,-6.95714285714286,"Kongsvinger 2","Hedmark","JCDB"
"1702",21,2018,2,-7.15,"Notodden5","Telemark","5NOB"
"1703",22,2018,2,-6.62142857142857,"Fritsøe1","Telemark","1FRB"
"1704",23,2018,2,-6.89285714285714,"Notodden4","Telemark","4NOB"
"1705",24,2018,2,-5.71071428571429,"verdal_2VB","Trøndelag","2VBB"
"1706",25,2018,2,-6.34285714285714,"Truls Holm","Hedmark","THB"
"1707",26,2018,2,-4.91071428571429,"Drangedal1","Telemark","1DRB"
"1708",27,2018,2,-6.34285714285714,"Furesdal","Telemark","1FYB"
"1709",28,2018,2,-4.825,"Sub_Namdalseid","Trøndelag","1SB"
"1710",29,2018,2,-5.37142857142857,"Malvik","Trøndelag","MAB"
"1711",30,2018,2,-5.48928571428571,"Drangedal4","Telemark","4DRB"
"1712",31,2018,2,-4.18928571428571,"Nome_Cappelen1","Telemark","1CAB"
"1713",32,2018,2,-4.475,"ingen","Trøndelag","1RB"
"1714",33,2018,2,-7.12857142857143,"Singsås","Trøndelag","LAB"
"1715",34,2018,2,-5.68214285714286,"Stangeskovene Aurskog","Hedmark","SSAB"
"1716",35,2018,2,-7.69642857142857,"Hi_tydal","Trøndelag","HIB"
"1717",36,2018,2,-6.85,"Notodden3","Telemark","3NOB"
"1718",37,2018,2,-5.51071428571429,"Drangedal3","Telemark","3DRB"
"1719",38,2018,2,-5.62857142857143,"steinkjer_1BBb","Trøndelag","1BBB"
"1720",39,2018,2,-5.93571428571429,"Selbu_Flub","Trøndelag","FLB"
"1721",40,2018,2,-5.95714285714286,"Stangeskovene Eidskog","Hedmark","SSBB"
"1722",41,2018,2,-6.72857142857143,"Maarud 3","Hedmark","M3B"
"1723",42,2018,2,-5.77142857142857,"Fritsøe2","Telemark","2FRB"
"1724",43,2018,2,-6.56785714285714,"Notodden1","Telemark","1NOB"
"1725",44,2018,2,-7.62857142857143,"Kviteseid3","Telemark","3KVB"
"1726",45,2018,2,-5.99642857142857,"verdal_1vb","Trøndelag","1VBB"
"1727",46,2018,2,-5.39642857142857,"Sørum 1","Hedmark","SKB"
"1728",47,2018,2,-5.59642857142857,"steinkjer_2BBb","Trøndelag","2BBB"
"1729",0,2001,3,-4.58709677419355,"Stig Dæhlen","Hedmark","SDB"
"1730",1,2001,3,-5.38387096774194,"Maarud 2","Hedmark","M2B"
"1731",2,2001,3,-2.65161290322581,"Nome_Cappelen2","Telemark","2CAB"
"1732",3,2001,3,-5.00645161290323,"Eidskog","Hedmark","STSKNB"
"1733",4,2001,3,-5.47741935483871,"Notodden6","Telemark","6NOB"
"1734",5,2001,3,-4.46774193548387,"namdalseid_1kub","Trøndelag","1KB"
"1735",6,2001,3,-4.09354838709677,"Fet 3","Hedmark","FKB"
"1736",7,2001,3,-4.54838709677419,"Didrik Holmsen","Hedmark","DHB"
"1737",8,2001,3,-5.00645161290323,"Halvard Pramhus","Hedmark","HPB"
"1738",9,2001,3,-5.41935483870968,"Selbu_kl","Trøndelag","KLB"
"1739",10,2001,3,-5.80967741935484,"Kongsvinger 1","Hedmark","IAAB"
"1740",11,2001,3,-5.1258064516129,"Nsb_Verdal","Trøndelag","1NSB"
"1741",12,2001,3,-7.23225806451613,"Sl_Tydal","Trøndelag","SEB"
"1742",13,2001,3,-4.71935483870968,"Nes 1","Hedmark","DDB"
"1743",14,2001,3,-7.70967741935484,"Kviteseid2","Telemark","2KVB"
"1744",15,2001,3,-4.08064516129032,"Bratsberg","Trøndelag","BRB"
"1745",16,2001,3,-7.10322580645161,"Kviteseid1","Telemark","1KVB"
"1746",17,2001,3,-5.7741935483871,"Selbu_Sl","Trøndelag","SLB"
"1747",18,2001,3,-4.83225806451613,"Maarud 1","Hedmark","M1B"
"1748",19,2001,3,-5.27741935483871,"Nes 2","Hedmark","OLB"
"1749",20,2001,3,-5.87096774193548,"Kongsvinger 2","Hedmark","JCDB"
"1750",21,2001,3,-7.36451612903226,"Notodden5","Telemark","5NOB"
"1751",22,2001,3,-5.62903225806452,"Fritsøe1","Telemark","1FRB"
"1752",23,2001,3,-6.79354838709677,"Notodden4","Telemark","4NOB"
"1753",24,2001,3,-5.89677419354839,"verdal_2VB","Trøndelag","2VBB"
"1754",25,2001,3,-5.12258064516129,"Truls Holm","Hedmark","THB"
"1755",26,2001,3,-3.50645161290323,"Drangedal1","Telemark","1DRB"
"1756",27,2001,3,-6.41612903225806,"Furesdal","Telemark","1FYB"
"1757",28,2001,3,-5.06774193548387,"Sub_Namdalseid","Trøndelag","1SB"
"1758",29,2001,3,-4.43548387096774,"Malvik","Trøndelag","MAB"
"1759",30,2001,3,-4.5,"Drangedal4","Telemark","4DRB"
"1760",31,2001,3,-2.57741935483871,"Nome_Cappelen1","Telemark","1CAB"
"1761",32,2001,3,-4.94838709677419,"ingen","Trøndelag","1RB"
"1762",33,2001,3,-5.88709677419355,"Singsås","Trøndelag","LAB"
"1763",34,2001,3,-4.59677419354839,"Stangeskovene Aurskog","Hedmark","SSAB"
"1764",35,2001,3,-6.68709677419355,"Hi_tydal","Trøndelag","HIB"
"1765",36,2001,3,-6.72258064516129,"Notodden3","Telemark","3NOB"
"1766",37,2001,3,-4.51935483870968,"Drangedal3","Telemark","3DRB"
"1767",38,2001,3,-6.3741935483871,"steinkjer_1BBb","Trøndelag","1BBB"
"1768",39,2001,3,-5.01935483870968,"Selbu_Flub","Trøndelag","FLB"
"1769",40,2001,3,-4.75483870967742,"Stangeskovene Eidskog","Hedmark","SSBB"
"1770",41,2001,3,-5.72903225806452,"Maarud 3","Hedmark","M3B"
"1771",42,2001,3,-4.47096774193548,"Fritsøe2","Telemark","2FRB"
"1772",43,2001,3,-5.98064516129032,"Notodden1","Telemark","1NOB"
"1773",44,2001,3,-8.24516129032258,"Kviteseid3","Telemark","3KVB"
"1774",45,2001,3,-6.24193548387097,"verdal_1vb","Trøndelag","1VBB"
"1775",46,2001,3,-4.45483870967742,"Sørum 1","Hedmark","SKB"
"1776",47,2001,3,-6.31290322580645,"steinkjer_2BBb","Trøndelag","2BBB"
"1777",0,2002,3,-0.274193548387097,"Stig Dæhlen","Hedmark","SDB"
"1778",1,2002,3,-0.909677419354839,"Maarud 2","Hedmark","M2B"
"1779",2,2002,3,1.7,"Nome_Cappelen2","Telemark","2CAB"
"1780",3,2002,3,-0.664516129032258,"Eidskog","Hedmark","STSKNB"
"1781",4,2002,3,-0.787096774193548,"Notodden6","Telemark","6NOB"
"1782",5,2002,3,-0.745161290322581,"namdalseid_1kub","Trøndelag","1KB"
"1783",6,2002,3,0.183870967741936,"Fet 3","Hedmark","FKB"
"1784",7,2002,3,-0.248387096774194,"Didrik Holmsen","Hedmark","DHB"
"1785",8,2002,3,-0.829032258064516,"Halvard Pramhus","Hedmark","HPB"
"1786",9,2002,3,-1.49032258064516,"Selbu_kl","Trøndelag","KLB"
"1787",10,2002,3,-1.26129032258065,"Kongsvinger 1","Hedmark","IAAB"
"1788",11,2002,3,-1.0258064516129,"Nsb_Verdal","Trøndelag","1NSB"
"1789",12,2002,3,-2.65161290322581,"Sl_Tydal","Trøndelag","SEB"
"1790",13,2002,3,-0.303225806451613,"Nes 1","Hedmark","DDB"
"1791",14,2002,3,-3.01290322580645,"Kviteseid2","Telemark","2KVB"
"1792",15,2002,3,-0.729032258064516,"Bratsberg","Trøndelag","BRB"
"1793",16,2002,3,-2.52258064516129,"Kviteseid1","Telemark","1KVB"
"1794",17,2002,3,-1.83548387096774,"Selbu_Sl","Trøndelag","SLB"
"1795",18,2002,3,-0.374193548387097,"Maarud 1","Hedmark","M1B"
"1796",19,2002,3,-0.793548387096774,"Nes 2","Hedmark","OLB"
"1797",20,2002,3,-1.37096774193548,"Kongsvinger 2","Hedmark","JCDB"
"1798",21,2002,3,-2.46451612903226,"Notodden5","Telemark","5NOB"
"1799",22,2002,3,-0.935483870967742,"Fritsøe1","Telemark","1FRB"
"1800",23,2002,3,-1.84516129032258,"Notodden4","Telemark","4NOB"
"1801",24,2002,3,-1.60967741935484,"verdal_2VB","Trøndelag","2VBB"
"1802",25,2002,3,-0.870967741935484,"Truls Holm","Hedmark","THB"
"1803",26,2002,3,0.848387096774194,"Drangedal1","Telemark","1DRB"
"1804",27,2002,3,-1.9,"Furesdal","Telemark","1FYB"
"1805",28,2002,3,-1.35806451612903,"Sub_Namdalseid","Trøndelag","1SB"
"1806",29,2002,3,-0.97741935483871,"Malvik","Trøndelag","MAB"
"1807",30,2002,3,0.12258064516129,"Drangedal4","Telemark","4DRB"
"1808",31,2002,3,1.73870967741935,"Nome_Cappelen1","Telemark","1CAB"
"1809",32,2002,3,-1.1,"ingen","Trøndelag","1RB"
"1810",33,2002,3,-1.80322580645161,"Singsås","Trøndelag","LAB"
"1811",34,2002,3,-0.267741935483871,"Stangeskovene Aurskog","Hedmark","SSAB"
"1812",35,2002,3,-2.16774193548387,"Hi_tydal","Trøndelag","HIB"
"1813",36,2002,3,-1.84516129032258,"Notodden3","Telemark","3NOB"
"1814",37,2002,3,0.0838709677419355,"Drangedal3","Telemark","3DRB"
"1815",38,2002,3,-2.11612903225806,"steinkjer_1BBb","Trøndelag","1BBB"
"1816",39,2002,3,-1.13870967741935,"Selbu_Flub","Trøndelag","FLB"
"1817",40,2002,3,-0.6,"Stangeskovene Eidskog","Hedmark","SSBB"
"1818",41,2002,3,-1.18709677419355,"Maarud 3","Hedmark","M3B"
"1819",42,2002,3,0.196774193548387,"Fritsøe2","Telemark","2FRB"
"1820",43,2002,3,-1.08387096774194,"Notodden1","Telemark","1NOB"
"1821",44,2002,3,-3.52903225806452,"Kviteseid3","Telemark","3KVB"
"1822",45,2002,3,-1.78387096774194,"verdal_1vb","Trøndelag","1VBB"
"1823",46,2002,3,-0.0935483870967742,"Sørum 1","Hedmark","SKB"
"1824",47,2002,3,-2.08387096774194,"steinkjer_2BBb","Trøndelag","2BBB"
"1825",0,2003,3,-2.89027314626458e-17,"Stig Dæhlen","Hedmark","SDB"
"1826",1,2003,3,-0.3,"Maarud 2","Hedmark","M2B"
"1827",2,2003,3,1.02903225806452,"Nome_Cappelen2","Telemark","2CAB"
"1828",3,2003,3,-0.103225806451613,"Eidskog","Hedmark","STSKNB"
"1829",4,2003,3,-0.735483870967742,"Notodden6","Telemark","6NOB"
"1830",5,2003,3,1.55806451612903,"namdalseid_1kub","Trøndelag","1KB"
"1831",6,2003,3,0.0838709677419354,"Fet 3","Hedmark","FKB"
"1832",7,2003,3,-0.0483870967741936,"Didrik Holmsen","Hedmark","DHB"
"1833",8,2003,3,0.0290322580645161,"Halvard Pramhus","Hedmark","HPB"
"1834",9,2003,3,1.01612903225806,"Selbu_kl","Trøndelag","KLB"
"1835",10,2003,3,-0.464516129032258,"Kongsvinger 1","Hedmark","IAAB"
"1836",11,2003,3,1.52258064516129,"Nsb_Verdal","Trøndelag","1NSB"
"1837",12,2003,3,-0.0580645161290323,"Sl_Tydal","Trøndelag","SEB"
"1838",13,2003,3,-0.0645161290322581,"Nes 1","Hedmark","DDB"
"1839",14,2003,3,-1.78387096774194,"Kviteseid2","Telemark","2KVB"
"1840",15,2003,3,1.84193548387097,"Bratsberg","Trøndelag","BRB"
"1841",16,2003,3,-1.61290322580645,"Kviteseid1","Telemark","1KVB"
"1842",17,2003,3,0.635483870967742,"Selbu_Sl","Trøndelag","SLB"
"1843",18,2003,3,-0.0838709677419355,"Maarud 1","Hedmark","M1B"
"1844",19,2003,3,-0.27741935483871,"Nes 2","Hedmark","OLB"
"1845",20,2003,3,-0.432258064516129,"Kongsvinger 2","Hedmark","JCDB"
"1846",21,2003,3,-1.68709677419355,"Notodden5","Telemark","5NOB"
"1847",22,2003,3,-0.812903225806452,"Fritsøe1","Telemark","1FRB"
"1848",23,2003,3,-1.32258064516129,"Notodden4","Telemark","4NOB"
"1849",24,2003,3,1.06129032258065,"verdal_2VB","Trøndelag","2VBB"
"1850",25,2003,3,-0.196774193548387,"Truls Holm","Hedmark","THB"
"1851",26,2003,3,0.17741935483871,"Drangedal1","Telemark","1DRB"
"1852",27,2003,3,-1.10322580645161,"Furesdal","Telemark","1FYB"
"1853",28,2003,3,1,"Sub_Namdalseid","Trøndelag","1SB"
"1854",29,2003,3,1.55483870967742,"Malvik","Trøndelag","MAB"
"1855",30,2003,3,-0.0290322580645162,"Drangedal4","Telemark","4DRB"
"1856",31,2003,3,0.880645161290323,"Nome_Cappelen1","Telemark","1CAB"
"1857",32,2003,3,1.28709677419355,"ingen","Trøndelag","1RB"
"1858",33,2003,3,0.690322580645161,"Singsås","Trøndelag","LAB"
"1859",34,2003,3,-0.0935483870967742,"Stangeskovene Aurskog","Hedmark","SSAB"
"1860",35,2003,3,0.412903225806452,"Hi_tydal","Trøndelag","HIB"
"1861",36,2003,3,-1.31935483870968,"Notodden3","Telemark","3NOB"
"1862",37,2003,3,-0.0612903225806452,"Drangedal3","Telemark","3DRB"
"1863",38,2003,3,0.529032258064516,"steinkjer_1BBb","Trøndelag","1BBB"
"1864",39,2003,3,1.41612903225806,"Selbu_Flub","Trøndelag","FLB"
"1865",40,2003,3,0.032258064516129,"Stangeskovene Eidskog","Hedmark","SSBB"
"1866",41,2003,3,-0.406451612903226,"Maarud 3","Hedmark","M3B"
"1867",42,2003,3,-0.387096774193548,"Fritsøe2","Telemark","2FRB"
"1868",43,2003,3,-0.958064516129032,"Notodden1","Telemark","1NOB"
"1869",44,2003,3,-2.21290322580645,"Kviteseid3","Telemark","3KVB"
"1870",45,2003,3,0.919354838709677,"verdal_1vb","Trøndelag","1VBB"
"1871",46,2003,3,-0.0258064516129032,"Sørum 1","Hedmark","SKB"
"1872",47,2003,3,0.535483870967742,"steinkjer_2BBb","Trøndelag","2BBB"
"1873",0,2004,3,-0.909677419354839,"Stig Dæhlen","Hedmark","SDB"
"1874",1,2004,3,-1.55161290322581,"Maarud 2","Hedmark","M2B"
"1875",2,2004,3,1.70967741935484,"Nome_Cappelen2","Telemark","2CAB"
"1876",3,2004,3,-1.30645161290323,"Eidskog","Hedmark","STSKNB"
"1877",4,2004,3,-0.432258064516129,"Notodden6","Telemark","6NOB"
"1878",5,2004,3,0.706451612903226,"namdalseid_1kub","Trøndelag","1KB"
"1879",6,2004,3,-0.406451612903226,"Fet 3","Hedmark","FKB"
"1880",7,2004,3,-0.880645161290323,"Didrik Holmsen","Hedmark","DHB"
"1881",8,2004,3,-1.50967741935484,"Halvard Pramhus","Hedmark","HPB"
"1882",9,2004,3,0.164516129032258,"Selbu_kl","Trøndelag","KLB"
"1883",10,2004,3,-1.87096774193548,"Kongsvinger 1","Hedmark","IAAB"
"1884",11,2004,3,0.670967741935484,"Nsb_Verdal","Trøndelag","1NSB"
"1885",12,2004,3,-0.935483870967742,"Sl_Tydal","Trøndelag","SEB"
"1886",13,2004,3,-0.916129032258065,"Nes 1","Hedmark","DDB"
"1887",14,2004,3,-2.24516129032258,"Kviteseid2","Telemark","2KVB"
"1888",15,2004,3,0.87741935483871,"Bratsberg","Trøndelag","BRB"
"1889",16,2004,3,-1.95483870967742,"Kviteseid1","Telemark","1KVB"
"1890",17,2004,3,-0.209677419354839,"Selbu_Sl","Trøndelag","SLB"
"1891",18,2004,3,-0.990322580645161,"Maarud 1","Hedmark","M1B"
"1892",19,2004,3,-1.42258064516129,"Nes 2","Hedmark","OLB"
"1893",20,2004,3,-2.01612903225806,"Kongsvinger 2","Hedmark","JCDB"
"1894",21,2004,3,-2.16451612903226,"Notodden5","Telemark","5NOB"
"1895",22,2004,3,-0.848387096774194,"Fritsøe1","Telemark","1FRB"
"1896",23,2004,3,-1.68709677419355,"Notodden4","Telemark","4NOB"
"1897",24,2004,3,0.109677419354839,"verdal_2VB","Trøndelag","2VBB"
"1898",25,2004,3,-1.66774193548387,"Truls Holm","Hedmark","THB"
"1899",26,2004,3,1.02258064516129,"Drangedal1","Telemark","1DRB"
"1900",27,2004,3,-1.37096774193548,"Furesdal","Telemark","1FYB"
"1901",28,2004,3,0.1,"Sub_Namdalseid","Trøndelag","1SB"
"1902",29,2004,3,0.625806451612903,"Malvik","Trøndelag","MAB"
"1903",30,2004,3,0.3,"Drangedal4","Telemark","4DRB"
"1904",31,2004,3,1.58709677419355,"Nome_Cappelen1","Telemark","1CAB"
"1905",32,2004,3,0.458064516129032,"ingen","Trøndelag","1RB"
"1906",33,2004,3,-0.0709677419354839,"Singsås","Trøndelag","LAB"
"1907",34,2004,3,-0.867741935483871,"Stangeskovene Aurskog","Hedmark","SSAB"
"1908",35,2004,3,-0.458064516129032,"Hi_tydal","Trøndelag","HIB"
"1909",36,2004,3,-1.64838709677419,"Notodden3","Telemark","3NOB"
"1910",37,2004,3,0.280645161290323,"Drangedal3","Telemark","3DRB"
"1911",38,2004,3,-0.338709677419355,"steinkjer_1BBb","Trøndelag","1BBB"
"1912",39,2004,3,0.580645161290323,"Selbu_Flub","Trøndelag","FLB"
"1913",40,2004,3,-1.30645161290323,"Stangeskovene Eidskog","Hedmark","SSBB"
"1914",41,2004,3,-1.86451612903226,"Maarud 3","Hedmark","M3B"
"1915",42,2004,3,0.151612903225806,"Fritsøe2","Telemark","2FRB"
"1916",43,2004,3,-0.925806451612903,"Notodden1","Telemark","1NOB"
"1917",44,2004,3,-2.73870967741935,"Kviteseid3","Telemark","3KVB"
"1918",45,2004,3,-0.0387096774193548,"verdal_1vb","Trøndelag","1VBB"
"1919",46,2004,3,-0.670967741935484,"Sørum 1","Hedmark","SKB"
"1920",47,2004,3,-0.332258064516129,"steinkjer_2BBb","Trøndelag","2BBB"
"1921",0,2005,3,-3.48387096774194,"Stig Dæhlen","Hedmark","SDB"
"1922",1,2005,3,-4.19354838709677,"Maarud 2","Hedmark","M2B"
"1923",2,2005,3,-0.880645161290323,"Nome_Cappelen2","Telemark","2CAB"
"1924",3,2005,3,-3.90645161290323,"Eidskog","Hedmark","STSKNB"
"1925",4,2005,3,-2.69354838709677,"Notodden6","Telemark","6NOB"
"1926",5,2005,3,-2.38709677419355,"namdalseid_1kub","Trøndelag","1KB"
"1927",6,2005,3,-2.95161290322581,"Fet 3","Hedmark","FKB"
"1928",7,2005,3,-3.42258064516129,"Didrik Holmsen","Hedmark","DHB"
"1929",8,2005,3,-4.19677419354839,"Halvard Pramhus","Hedmark","HPB"
"1930",9,2005,3,-2.70645161290323,"Selbu_kl","Trøndelag","KLB"
"1931",10,2005,3,-4.57096774193548,"Kongsvinger 1","Hedmark","IAAB"
"1932",11,2005,3,-2.50645161290323,"Nsb_Verdal","Trøndelag","1NSB"
"1933",12,2005,3,-4.1741935483871,"Sl_Tydal","Trøndelag","SEB"
"1934",13,2005,3,-3.47741935483871,"Nes 1","Hedmark","DDB"
"1935",14,2005,3,-4.2741935483871,"Kviteseid2","Telemark","2KVB"
"1936",15,2005,3,-1.50322580645161,"Bratsberg","Trøndelag","BRB"
"1937",16,2005,3,-3.68064516129032,"Kviteseid1","Telemark","1KVB"
"1938",17,2005,3,-3.05806451612903,"Selbu_Sl","Trøndelag","SLB"
"1939",18,2005,3,-3.54193548387097,"Maarud 1","Hedmark","M1B"
"1940",19,2005,3,-4.03225806451613,"Nes 2","Hedmark","OLB"
"1941",20,2005,3,-4.75806451612903,"Kongsvinger 2","Hedmark","JCDB"
"1942",21,2005,3,-3.80645161290323,"Notodden5","Telemark","5NOB"
"1943",22,2005,3,-3.39354838709677,"Fritsøe1","Telemark","1FRB"
"1944",23,2005,3,-3.54193548387097,"Notodden4","Telemark","4NOB"
"1945",24,2005,3,-3.18064516129032,"verdal_2VB","Trøndelag","2VBB"
"1946",25,2005,3,-4.39032258064516,"Truls Holm","Hedmark","THB"
"1947",26,2005,3,-1.48387096774194,"Drangedal1","Telemark","1DRB"
"1948",27,2005,3,-3.23870967741935,"Furesdal","Telemark","1FYB"
"1949",28,2005,3,-3.1,"Sub_Namdalseid","Trøndelag","1SB"
"1950",29,2005,3,-1.97741935483871,"Malvik","Trøndelag","MAB"
"1951",30,2005,3,-2.55483870967742,"Drangedal4","Telemark","4DRB"
"1952",31,2005,3,-0.938709677419355,"Nome_Cappelen1","Telemark","1CAB"
"1953",32,2005,3,-2.8,"ingen","Trøndelag","1RB"
"1954",33,2005,3,-2.97096774193548,"Singsås","Trøndelag","LAB"
"1955",34,2005,3,-3.40645161290323,"Stangeskovene Aurskog","Hedmark","SSAB"
"1956",35,2005,3,-3.66129032258065,"Hi_tydal","Trøndelag","HIB"
"1957",36,2005,3,-3.52903225806452,"Notodden3","Telemark","3NOB"
"1958",37,2005,3,-2.49032258064516,"Drangedal3","Telemark","3DRB"
"1959",38,2005,3,-4.01612903225806,"steinkjer_1BBb","Trøndelag","1BBB"
"1960",39,2005,3,-2.29354838709677,"Selbu_Flub","Trøndelag","FLB"
"1961",40,2005,3,-3.94193548387097,"Stangeskovene Eidskog","Hedmark","SSBB"
"1962",41,2005,3,-4.55161290322581,"Maarud 3","Hedmark","M3B"
"1963",42,2005,3,-2.61935483870968,"Fritsøe2","Telemark","2FRB"
"1964",43,2005,3,-3.14838709677419,"Notodden1","Telemark","1NOB"
"1965",44,2005,3,-4.56129032258065,"Kviteseid3","Telemark","3KVB"
"1966",45,2005,3,-3.40645161290323,"verdal_1vb","Trøndelag","1VBB"
"1967",46,2005,3,-3.21935483870968,"Sørum 1","Hedmark","SKB"
"1968",47,2005,3,-3.95806451612903,"steinkjer_2BBb","Trøndelag","2BBB"
"1969",0,2006,3,-6.55483870967742,"Stig Dæhlen","Hedmark","SDB"
"1970",1,2006,3,-7.16774193548387,"Maarud 2","Hedmark","M2B"
"1971",2,2006,3,-3.92258064516129,"Nome_Cappelen2","Telemark","2CAB"
"1972",3,2006,3,-6.9741935483871,"Eidskog","Hedmark","STSKNB"
"1973",4,2006,3,-6.14193548387097,"Notodden6","Telemark","6NOB"
"1974",5,2006,3,-5.78387096774194,"namdalseid_1kub","Trøndelag","1KB"
"1975",6,2006,3,-5.98387096774194,"Fet 3","Hedmark","FKB"
"1976",7,2006,3,-6.46774193548387,"Didrik Holmsen","Hedmark","DHB"
"1977",8,2006,3,-7.36129032258065,"Halvard Pramhus","Hedmark","HPB"
"1978",9,2006,3,-7.27741935483871,"Selbu_kl","Trøndelag","KLB"
"1979",10,2006,3,-7.5,"Kongsvinger 1","Hedmark","IAAB"
"1980",11,2006,3,-6.13870967741935,"Nsb_Verdal","Trøndelag","1NSB"
"1981",12,2006,3,-9.14193548387097,"Sl_Tydal","Trøndelag","SEB"
"1982",13,2006,3,-6.48064516129032,"Nes 1","Hedmark","DDB"
"1983",14,2006,3,-8.09354838709677,"Kviteseid2","Telemark","2KVB"
"1984",15,2006,3,-5.55161290322581,"Bratsberg","Trøndelag","BRB"
"1985",16,2006,3,-7.34838709677419,"Kviteseid1","Telemark","1KVB"
"1986",17,2006,3,-7.74193548387097,"Selbu_Sl","Trøndelag","SLB"
"1987",18,2006,3,-6.60645161290323,"Maarud 1","Hedmark","M1B"
"1988",19,2006,3,-6.98709677419355,"Nes 2","Hedmark","OLB"
"1989",20,2006,3,-7.6258064516129,"Kongsvinger 2","Hedmark","JCDB"
"1990",21,2006,3,-7.4258064516129,"Notodden5","Telemark","5NOB"
"1991",22,2006,3,-6.30967741935484,"Fritsøe1","Telemark","1FRB"
"1992",23,2006,3,-7.0258064516129,"Notodden4","Telemark","4NOB"
"1993",24,2006,3,-7.03548387096774,"verdal_2VB","Trøndelag","2VBB"
"1994",25,2006,3,-7.25161290322581,"Truls Holm","Hedmark","THB"
"1995",26,2006,3,-4.81935483870968,"Drangedal1","Telemark","1DRB"
"1996",27,2006,3,-6.81935483870968,"Furesdal","Telemark","1FYB"
"1997",28,2006,3,-6.79354838709677,"Sub_Namdalseid","Trøndelag","1SB"
"1998",29,2006,3,-6.2,"Malvik","Trøndelag","MAB"
"1999",30,2006,3,-5.71290322580645,"Drangedal4","Telemark","4DRB"
"2000",31,2006,3,-4.00645161290323,"Nome_Cappelen1","Telemark","1CAB"
"2001",32,2006,3,-6.25161290322581,"ingen","Trøndelag","1RB"
"2002",33,2006,3,-7.89354838709677,"Singsås","Trøndelag","LAB"
"2003",34,2006,3,-6.40967741935484,"Stangeskovene Aurskog","Hedmark","SSAB"
"2004",35,2006,3,-8.41935483870968,"Hi_tydal","Trøndelag","HIB"
"2005",36,2006,3,-6.99677419354839,"Notodden3","Telemark","3NOB"
"2006",37,2006,3,-5.70322580645161,"Drangedal3","Telemark","3DRB"
"2007",38,2006,3,-7.63548387096774,"steinkjer_1BBb","Trøndelag","1BBB"
"2008",39,2006,3,-6.67741935483871,"Selbu_Flub","Trøndelag","FLB"
"2009",40,2006,3,-7.08709677419355,"Stangeskovene Eidskog","Hedmark","SSBB"
"2010",41,2006,3,-7.41935483870968,"Maarud 3","Hedmark","M3B"
"2011",42,2006,3,-5.54516129032258,"Fritsøe2","Telemark","2FRB"
"2012",43,2006,3,-6.46129032258064,"Notodden1","Telemark","1NOB"
"2013",44,2006,3,-8.55161290322581,"Kviteseid3","Telemark","3KVB"
"2014",45,2006,3,-7.30967741935484,"verdal_1vb","Trøndelag","1VBB"
"2015",46,2006,3,-6.19032258064516,"Sørum 1","Hedmark","SKB"
"2016",47,2006,3,-7.60322580645161,"steinkjer_2BBb","Trøndelag","2BBB"
"2017",0,2007,3,2.47096774193548,"Stig Dæhlen","Hedmark","SDB"
"2018",1,2007,3,1.99677419354839,"Maarud 2","Hedmark","M2B"
"2019",2,2007,3,3.54838709677419,"Nome_Cappelen2","Telemark","2CAB"
"2020",3,2007,3,2.20322580645161,"Eidskog","Hedmark","STSKNB"
"2021",4,2007,3,2.41935483870968,"Notodden6","Telemark","6NOB"
"2022",5,2007,3,2.00322580645161,"namdalseid_1kub","Trøndelag","1KB"
"2023",6,2007,3,2.81290322580645,"Fet 3","Hedmark","FKB"
"2024",7,2007,3,2.53225806451613,"Didrik Holmsen","Hedmark","DHB"
"2025",8,2007,3,2.13225806451613,"Halvard Pramhus","Hedmark","HPB"
"2026",9,2007,3,1.85483870967742,"Selbu_kl","Trøndelag","KLB"
