"","Site","Year","Month","Avg_Temp_C","LocalityName","Region","LocalityCode"
"2027",10,2007,3,1.70322580645161,"Kongsvinger 1","Hedmark","IAAB"
"2028",11,2007,3,2.15161290322581,"Nsb_Verdal","Trøndelag","1NSB"
"2029",12,2007,3,0.72258064516129,"Sl_Tydal","Trøndelag","SEB"
"2030",13,2007,3,2.44193548387097,"Nes 1","Hedmark","DDB"
"2031",14,2007,3,0.241935483870968,"Kviteseid2","Telemark","2KVB"
"2032",15,2007,3,2.55806451612903,"Bratsberg","Trøndelag","BRB"
"2033",16,2007,3,0.803225806451613,"Kviteseid1","Telemark","1KVB"
"2034",17,2007,3,1.53225806451613,"Selbu_Sl","Trøndelag","SLB"
"2035",18,2007,3,2.43225806451613,"Maarud 1","Hedmark","M1B"
"2036",19,2007,3,2.08709677419355,"Nes 2","Hedmark","OLB"
"2037",20,2007,3,1.54838709677419,"Kongsvinger 2","Hedmark","JCDB"
"2038",21,2007,3,1.12258064516129,"Notodden5","Telemark","5NOB"
"2039",22,2007,3,2.13225806451613,"Fritsøe1","Telemark","1FRB"
"2040",23,2007,3,1.68064516129032,"Notodden4","Telemark","4NOB"
"2041",24,2007,3,1.64516129032258,"verdal_2VB","Trøndelag","2VBB"
"2042",25,2007,3,2.14516129032258,"Truls Holm","Hedmark","THB"
"2043",26,2007,3,3.25483870967742,"Drangedal1","Telemark","1DRB"
"2044",27,2007,3,1.45161290322581,"Furesdal","Telemark","1FYB"
"2045",28,2007,3,1.31290322580645,"Sub_Namdalseid","Trøndelag","1SB"
"2046",29,2007,3,2.26451612903226,"Malvik","Trøndelag","MAB"
"2047",30,2007,3,2.6741935483871,"Drangedal4","Telemark","4DRB"
"2048",31,2007,3,3.53870967741935,"Nome_Cappelen1","Telemark","1CAB"
"2049",32,2007,3,1.74838709677419,"ingen","Trøndelag","1RB"
"2050",33,2007,3,1.70645161290323,"Singsås","Trøndelag","LAB"
"2051",34,2007,3,2.52903225806452,"Stangeskovene Aurskog","Hedmark","SSAB"
"2052",35,2007,3,1.23225806451613,"Hi_tydal","Trøndelag","HIB"
"2053",36,2007,3,1.66774193548387,"Notodden3","Telemark","3NOB"
"2054",37,2007,3,2.6741935483871,"Drangedal3","Telemark","3DRB"
"2055",38,2007,3,0.945161290322581,"steinkjer_1BBb","Trøndelag","1BBB"
"2056",39,2007,3,2.18387096774194,"Selbu_Flub","Trøndelag","FLB"
"2057",40,2007,3,2.28709677419355,"Stangeskovene Eidskog","Hedmark","SSBB"
"2058",41,2007,3,1.73548387096774,"Maarud 3","Hedmark","M3B"
"2059",42,2007,3,2.91290322580645,"Fritsøe2","Telemark","2FRB"
"2060",43,2007,3,2.1741935483871,"Notodden1","Telemark","1NOB"
"2061",44,2007,3,-0.225806451612903,"Kviteseid3","Telemark","3KVB"
"2062",45,2007,3,1.5,"verdal_1vb","Trøndelag","1VBB"
"2063",46,2007,3,2.60645161290323,"Sørum 1","Hedmark","SKB"
"2064",47,2007,3,0.964516129032258,"steinkjer_2BBb","Trøndelag","2BBB"
"2065",0,2008,3,-0.909677419354839,"Stig Dæhlen","Hedmark","SDB"
"2066",1,2008,3,-1.54838709677419,"Maarud 2","Hedmark","M2B"
"2067",2,2008,3,0.787096774193548,"Nome_Cappelen2","Telemark","2CAB"
"2068",3,2008,3,-1.26451612903226,"Eidskog","Hedmark","STSKNB"
"2069",4,2008,3,-1.10322580645161,"Notodden6","Telemark","6NOB"
"2070",5,2008,3,-1.32258064516129,"namdalseid_1kub","Trøndelag","1KB"
"2071",6,2008,3,-0.474193548387097,"Fet 3","Hedmark","FKB"
"2072",7,2008,3,-1.05483870967742,"Didrik Holmsen","Hedmark","DHB"
"2073",8,2008,3,-1.11935483870968,"Halvard Pramhus","Hedmark","HPB"
"2074",9,2008,3,-1.85161290322581,"Selbu_kl","Trøndelag","KLB"
"2075",10,2008,3,-1.92258064516129,"Kongsvinger 1","Hedmark","IAAB"
"2076",11,2008,3,-1.28064516129032,"Nsb_Verdal","Trøndelag","1NSB"
"2077",12,2008,3,-3.08064516129032,"Sl_Tydal","Trøndelag","SEB"
"2078",13,2008,3,-0.82258064516129,"Nes 1","Hedmark","DDB"
"2079",14,2008,3,-3.81290322580645,"Kviteseid2","Telemark","2KVB"
"2080",15,2008,3,-0.945161290322581,"Bratsberg","Trøndelag","BRB"
"2081",16,2008,3,-2.9,"Kviteseid1","Telemark","1KVB"
"2082",17,2008,3,-2.28387096774194,"Selbu_Sl","Trøndelag","SLB"
"2083",18,2008,3,-0.725806451612903,"Maarud 1","Hedmark","M1B"
"2084",19,2008,3,-1.48709677419355,"Nes 2","Hedmark","OLB"
"2085",20,2008,3,-2.22258064516129,"Kongsvinger 2","Hedmark","JCDB"
"2086",21,2008,3,-2.74838709677419,"Notodden5","Telemark","5NOB"
"2087",22,2008,3,-1.81612903225806,"Fritsøe1","Telemark","1FRB"
"2088",23,2008,3,-2.16451612903226,"Notodden4","Telemark","4NOB"
"2089",24,2008,3,-1.99354838709677,"verdal_2VB","Trøndelag","2VBB"
"2090",25,2008,3,-1.71612903225806,"Truls Holm","Hedmark","THB"
"2091",26,2008,3,-0.0096774193548387,"Drangedal1","Telemark","1DRB"
"2092",27,2008,3,-2.11612903225806,"Furesdal","Telemark","1FYB"
"2093",28,2008,3,-2.15483870967742,"Sub_Namdalseid","Trøndelag","1SB"
"2094",29,2008,3,-1.32258064516129,"Malvik","Trøndelag","MAB"
"2095",30,2008,3,-0.780645161290323,"Drangedal4","Telemark","4DRB"
"2096",31,2008,3,0.774193548387097,"Nome_Cappelen1","Telemark","1CAB"
"2097",32,2008,3,-1.65161290322581,"ingen","Trøndelag","1RB"
"2098",33,2008,3,-2.08709677419355,"Singsås","Trøndelag","LAB"
"2099",34,2008,3,-1.10967741935484,"Stangeskovene Aurskog","Hedmark","SSAB"
"2100",35,2008,3,-2.50967741935484,"Hi_tydal","Trøndelag","HIB"
"2101",36,2008,3,-2.1741935483871,"Notodden3","Telemark","3NOB"
"2102",37,2008,3,-0.764516129032258,"Drangedal3","Telemark","3DRB"
"2103",38,2008,3,-2.71290322580645,"steinkjer_1BBb","Trøndelag","1BBB"
"2104",39,2008,3,-1.40322580645161,"Selbu_Flub","Trøndelag","FLB"
"2105",40,2008,3,-1.13870967741935,"Stangeskovene Eidskog","Hedmark","SSBB"
"2106",41,2008,3,-1.99032258064516,"Maarud 3","Hedmark","M3B"
"2107",42,2008,3,-0.706451612903226,"Fritsøe2","Telemark","2FRB"
"2108",43,2008,3,-1.55161290322581,"Notodden1","Telemark","1NOB"
"2109",44,2008,3,-4.22258064516129,"Kviteseid3","Telemark","3KVB"
"2110",45,2008,3,-2.20322580645161,"verdal_1vb","Trøndelag","1VBB"
"2111",46,2008,3,-0.812903225806452,"Sørum 1","Hedmark","SKB"
"2112",47,2008,3,-2.69354838709677,"steinkjer_2BBb","Trøndelag","2BBB"
"2113",0,2009,3,-0.519354838709677,"Stig Dæhlen","Hedmark","SDB"
"2114",1,2009,3,-1.10322580645161,"Maarud 2","Hedmark","M2B"
"2115",2,2009,3,0.97741935483871,"Nome_Cappelen2","Telemark","2CAB"
"2116",3,2009,3,-0.838709677419355,"Eidskog","Hedmark","STSKNB"
"2117",4,2009,3,-0.225806451612903,"Notodden6","Telemark","6NOB"
"2118",5,2009,3,0.5,"namdalseid_1kub","Trøndelag","1KB"
"2119",6,2009,3,-0.196774193548387,"Fet 3","Hedmark","FKB"
"2120",7,2009,3,-0.596774193548387,"Didrik Holmsen","Hedmark","DHB"
"2121",8,2009,3,-0.845161290322581,"Halvard Pramhus","Hedmark","HPB"
"2122",9,2009,3,-0.541935483870968,"Selbu_kl","Trøndelag","KLB"
"2123",10,2009,3,-1.43870967741935,"Kongsvinger 1","Hedmark","IAAB"
"2124",11,2009,3,0.180645161290323,"Nsb_Verdal","Trøndelag","1NSB"
"2125",12,2009,3,-1.87741935483871,"Sl_Tydal","Trøndelag","SEB"
"2126",13,2009,3,-0.509677419354839,"Nes 1","Hedmark","DDB"
"2127",14,2009,3,-2.55806451612903,"Kviteseid2","Telemark","2KVB"
"2128",15,2009,3,0.635483870967742,"Bratsberg","Trøndelag","BRB"
"2129",16,2009,3,-1.42903225806452,"Kviteseid1","Telemark","1KVB"
"2130",17,2009,3,-0.903225806451613,"Selbu_Sl","Trøndelag","SLB"
"2131",18,2009,3,-0.506451612903226,"Maarud 1","Hedmark","M1B"
"2132",19,2009,3,-1.02258064516129,"Nes 2","Hedmark","OLB"
"2133",20,2009,3,-1.66774193548387,"Kongsvinger 2","Hedmark","JCDB"
"2134",21,2009,3,-1.47096774193548,"Notodden5","Telemark","5NOB"
"2135",22,2009,3,-1.38064516129032,"Fritsøe1","Telemark","1FRB"
"2136",23,2009,3,-0.980645161290323,"Notodden4","Telemark","4NOB"
"2137",24,2009,3,-0.625806451612903,"verdal_2VB","Trøndelag","2VBB"
"2138",25,2009,3,-1.11290322580645,"Truls Holm","Hedmark","THB"
"2139",26,2009,3,0.319354838709677,"Drangedal1","Telemark","1DRB"
"2140",27,2009,3,-0.709677419354839,"Furesdal","Telemark","1FYB"
"2141",28,2009,3,-0.309677419354839,"Sub_Namdalseid","Trøndelag","1SB"
"2142",29,2009,3,0.154838709677419,"Malvik","Trøndelag","MAB"
"2143",30,2009,3,-0.22258064516129,"Drangedal4","Telemark","4DRB"
"2144",31,2009,3,0.806451612903226,"Nome_Cappelen1","Telemark","1CAB"
"2145",32,2009,3,0.193548387096774,"ingen","Trøndelag","1RB"
"2146",33,2009,3,-0.72258064516129,"Singsås","Trøndelag","LAB"
"2147",34,2009,3,-0.635483870967742,"Stangeskovene Aurskog","Hedmark","SSAB"
"2148",35,2009,3,-1.35806451612903,"Hi_tydal","Trøndelag","HIB"
"2149",36,2009,3,-1.01935483870968,"Notodden3","Telemark","3NOB"
"2150",37,2009,3,-0.216129032258065,"Drangedal3","Telemark","3DRB"
"2151",38,2009,3,-0.896774193548387,"steinkjer_1BBb","Trøndelag","1BBB"
"2152",39,2009,3,-0.109677419354839,"Selbu_Flub","Trøndelag","FLB"
"2153",40,2009,3,-0.725806451612903,"Stangeskovene Eidskog","Hedmark","SSBB"
"2154",41,2009,3,-1.45806451612903,"Maarud 3","Hedmark","M3B"
"2155",42,2009,3,-0.448387096774194,"Fritsøe2","Telemark","2FRB"
"2156",43,2009,3,-0.767741935483871,"Notodden1","Telemark","1NOB"
"2157",44,2009,3,-2.71290322580645,"Kviteseid3","Telemark","3KVB"
"2158",45,2009,3,-0.858064516129032,"verdal_1vb","Trøndelag","1VBB"
"2159",46,2009,3,-0.438709677419355,"Sørum 1","Hedmark","SKB"
"2160",47,2009,3,-0.890322580645161,"steinkjer_2BBb","Trøndelag","2BBB"
"2161",0,2010,3,-2.9258064516129,"Stig Dæhlen","Hedmark","SDB"
"2162",1,2010,3,-3.10645161290323,"Maarud 2","Hedmark","M2B"
"2163",2,2010,3,-0.0290322580645161,"Nome_Cappelen2","Telemark","2CAB"
"2164",3,2010,3,-3.14516129032258,"Eidskog","Hedmark","STSKNB"
"2165",4,2010,3,-0.816129032258065,"Notodden6","Telemark","6NOB"
"2166",5,2010,3,-2.61612903225806,"namdalseid_1kub","Trøndelag","1KB"
"2167",6,2010,3,-2.44516129032258,"Fet 3","Hedmark","FKB"
"2168",7,2010,3,-2.85483870967742,"Didrik Holmsen","Hedmark","DHB"
"2169",8,2010,3,-3.43870967741935,"Halvard Pramhus","Hedmark","HPB"
"2170",9,2010,3,-1.73225806451613,"Selbu_kl","Trøndelag","KLB"
"2171",10,2010,3,-3.21935483870968,"Kongsvinger 1","Hedmark","IAAB"
"2172",11,2010,3,-2.35483870967742,"Nsb_Verdal","Trøndelag","1NSB"
"2173",12,2010,3,-2.64516129032258,"Sl_Tydal","Trøndelag","SEB"
"2174",13,2010,3,-2.78387096774194,"Nes 1","Hedmark","DDB"
"2175",14,2010,3,-2.5,"Kviteseid2","Telemark","2KVB"
"2176",15,2010,3,-0.974193548387097,"Bratsberg","Trøndelag","BRB"
"2177",16,2010,3,-1.95806451612903,"Kviteseid1","Telemark","1KVB"
"2178",17,2010,3,-1.91935483870968,"Selbu_Sl","Trøndelag","SLB"
"2179",18,2010,3,-2.82903225806452,"Maarud 1","Hedmark","M1B"
"2180",19,2010,3,-3.00645161290323,"Nes 2","Hedmark","OLB"
"2181",20,2010,3,-3.40967741935484,"Kongsvinger 2","Hedmark","JCDB"
"2182",21,2010,3,-1.42258064516129,"Notodden5","Telemark","5NOB"
"2183",22,2010,3,-1.39354838709677,"Fritsøe1","Telemark","1FRB"
"2184",23,2010,3,-1.11290322580645,"Notodden4","Telemark","4NOB"
"2185",24,2010,3,-2.65806451612903,"verdal_2VB","Trøndelag","2VBB"
"2186",25,2010,3,-3.44516129032258,"Truls Holm","Hedmark","THB"
"2187",26,2010,3,-0.548387096774194,"Drangedal1","Telemark","1DRB"
"2188",27,2010,3,-1.54516129032258,"Furesdal","Telemark","1FYB"
"2189",28,2010,3,-3.17741935483871,"Sub_Namdalseid","Trøndelag","1SB"
"2190",29,2010,3,-1.31290322580645,"Malvik","Trøndelag","MAB"
"2191",30,2010,3,-1.1258064516129,"Drangedal4","Telemark","4DRB"
"2192",31,2010,3,-0.0193548387096774,"Nome_Cappelen1","Telemark","1CAB"
"2193",32,2010,3,-3.05806451612903,"ingen","Trøndelag","1RB"
"2194",33,2010,3,-1.92903225806452,"Singsås","Trøndelag","LAB"
"2195",34,2010,3,-2.72258064516129,"Stangeskovene Aurskog","Hedmark","SSAB"
"2196",35,2010,3,-2.29354838709677,"Hi_tydal","Trøndelag","HIB"
"2197",36,2010,3,-1.18387096774194,"Notodden3","Telemark","3NOB"
"2198",37,2010,3,-1.09354838709677,"Drangedal3","Telemark","3DRB"
"2199",38,2010,3,-4.15806451612903,"steinkjer_1BBb","Trøndelag","1BBB"
"2200",39,2010,3,-1.53548387096774,"Selbu_Flub","Trøndelag","FLB"
"2201",40,2010,3,-3.38064516129032,"Stangeskovene Eidskog","Hedmark","SSBB"
"2202",41,2010,3,-3.25806451612903,"Maarud 3","Hedmark","M3B"
"2203",42,2010,3,-0.780645161290323,"Fritsøe2","Telemark","2FRB"
"2204",43,2010,3,-1.00322580645161,"Notodden1","Telemark","1NOB"
"2205",44,2010,3,-2.64193548387097,"Kviteseid3","Telemark","3KVB"
"2206",45,2010,3,-2.83548387096774,"verdal_1vb","Trøndelag","1VBB"
"2207",46,2010,3,-2.59354838709677,"Sørum 1","Hedmark","SKB"
"2208",47,2010,3,-4.08387096774194,"steinkjer_2BBb","Trøndelag","2BBB"
"2209",0,2011,3,-1.44516129032258,"Stig Dæhlen","Hedmark","SDB"
"2210",1,2011,3,-1.95161290322581,"Maarud 2","Hedmark","M2B"
"2211",2,2011,3,0.548387096774194,"Nome_Cappelen2","Telemark","2CAB"
"2212",3,2011,3,-1.73548387096774,"Eidskog","Hedmark","STSKNB"
"2213",4,2011,3,-0.706451612903226,"Notodden6","Telemark","6NOB"
"2214",5,2011,3,0.258064516129032,"namdalseid_1kub","Trøndelag","1KB"
"2215",6,2011,3,-1.05483870967742,"Fet 3","Hedmark","FKB"
"2216",7,2011,3,-1.53870967741935,"Didrik Holmsen","Hedmark","DHB"
"2217",8,2011,3,-1.63548387096774,"Halvard Pramhus","Hedmark","HPB"
"2218",9,2011,3,-1.8,"Selbu_kl","Trøndelag","KLB"
"2219",10,2011,3,-2.1741935483871,"Kongsvinger 1","Hedmark","IAAB"
"2220",11,2011,3,0.0967741935483871,"Nsb_Verdal","Trøndelag","1NSB"
"2221",12,2011,3,-3.00645161290323,"Sl_Tydal","Trøndelag","SEB"
"2222",13,2011,3,-1.41290322580645,"Nes 1","Hedmark","DDB"
"2223",14,2011,3,-3.19032258064516,"Kviteseid2","Telemark","2KVB"
"2224",15,2011,3,-0.406451612903226,"Bratsberg","Trøndelag","BRB"
"2225",16,2011,3,-2.39032258064516,"Kviteseid1","Telemark","1KVB"
"2226",17,2011,3,-2.21935483870968,"Selbu_Sl","Trøndelag","SLB"
"2227",18,2011,3,-1.43870967741935,"Maarud 1","Hedmark","M1B"
"2228",19,2011,3,-1.89354838709677,"Nes 2","Hedmark","OLB"
"2229",20,2011,3,-2.41935483870968,"Kongsvinger 2","Hedmark","JCDB"
"2230",21,2011,3,-1.75483870967742,"Notodden5","Telemark","5NOB"
"2231",22,2011,3,-1.61612903225806,"Fritsøe1","Telemark","1FRB"
"2232",23,2011,3,-1.15483870967742,"Notodden4","Telemark","4NOB"
"2233",24,2011,3,-0.929032258064516,"verdal_2VB","Trøndelag","2VBB"
"2234",25,2011,3,-2.26451612903226,"Truls Holm","Hedmark","THB"
"2235",26,2011,3,-0.390322580645161,"Drangedal1","Telemark","1DRB"
"2236",27,2011,3,-1.68709677419355,"Furesdal","Telemark","1FYB"
"2237",28,2011,3,-0.729032258064516,"Sub_Namdalseid","Trøndelag","1SB"
"2238",29,2011,3,-0.912903225806452,"Malvik","Trøndelag","MAB"
"2239",30,2011,3,-1.22258064516129,"Drangedal4","Telemark","4DRB"
"2240",31,2011,3,0.464516129032258,"Nome_Cappelen1","Telemark","1CAB"
"2241",32,2011,3,-0.00645161290322581,"ingen","Trøndelag","1RB"
"2242",33,2011,3,-2.43870967741936,"Singsås","Trøndelag","LAB"
"2243",34,2011,3,-1.58709677419355,"Stangeskovene Aurskog","Hedmark","SSAB"
"2244",35,2011,3,-2.56774193548387,"Hi_tydal","Trøndelag","HIB"
"2245",36,2011,3,-1.2741935483871,"Notodden3","Telemark","3NOB"
"2246",37,2011,3,-1.19677419354839,"Drangedal3","Telemark","3DRB"
"2247",38,2011,3,-1.02903225806452,"steinkjer_1BBb","Trøndelag","1BBB"
"2248",39,2011,3,-1.13225806451613,"Selbu_Flub","Trøndelag","FLB"
"2249",40,2011,3,-1.64838709677419,"Stangeskovene Eidskog","Hedmark","SSBB"
"2250",41,2011,3,-2.26451612903226,"Maarud 3","Hedmark","M3B"
"2251",42,2011,3,-0.780645161290323,"Fritsøe2","Telemark","2FRB"
"2252",43,2011,3,-0.993548387096774,"Notodden1","Telemark","1NOB"
"2253",44,2011,3,-3.48387096774194,"Kviteseid3","Telemark","3KVB"
"2254",45,2011,3,-1.15806451612903,"verdal_1vb","Trøndelag","1VBB"
"2255",46,2011,3,-1.29354838709677,"Sørum 1","Hedmark","SKB"
"2256",47,2011,3,-1.04193548387097,"steinkjer_2BBb","Trøndelag","2BBB"
"2257",0,2012,3,3.56129032258064,"Stig Dæhlen","Hedmark","SDB"
"2258",1,2012,3,3.07096774193548,"Maarud 2","Hedmark","M2B"
"2259",2,2012,3,5.38709677419355,"Nome_Cappelen2","Telemark","2CAB"
"2260",3,2012,3,3.24516129032258,"Eidskog","Hedmark","STSKNB"
"2261",4,2012,3,4.69677419354839,"Notodden6","Telemark","6NOB"
"2262",5,2012,3,1.70645161290323,"namdalseid_1kub","Trøndelag","1KB"
"2263",6,2012,3,3.96129032258065,"Fet 3","Hedmark","FKB"
"2264",7,2012,3,3.58064516129032,"Didrik Holmsen","Hedmark","DHB"
"2265",8,2012,3,2.98709677419355,"Halvard Pramhus","Hedmark","HPB"
"2266",9,2012,3,1.62258064516129,"Selbu_kl","Trøndelag","KLB"
"2267",10,2012,3,2.72258064516129,"Kongsvinger 1","Hedmark","IAAB"
"2268",11,2012,3,2.18064516129032,"Nsb_Verdal","Trøndelag","1NSB"
"2269",12,2012,3,0.709677419354839,"Sl_Tydal","Trøndelag","SEB"
"2270",13,2012,3,3.61935483870968,"Nes 1","Hedmark","DDB"
"2271",14,2012,3,2.60322580645161,"Kviteseid2","Telemark","2KVB"
"2272",15,2012,3,2.16129032258065,"Bratsberg","Trøndelag","BRB"
"2273",16,2012,3,3.28064516129032,"Kviteseid1","Telemark","1KVB"
"2274",17,2012,3,1.15161290322581,"Selbu_Sl","Trøndelag","SLB"
"2275",18,2012,3,3.54193548387097,"Maarud 1","Hedmark","M1B"
"2276",19,2012,3,3.18709677419355,"Nes 2","Hedmark","OLB"
"2277",20,2012,3,2.53225806451613,"Kongsvinger 2","Hedmark","JCDB"
"2278",21,2012,3,3.56451612903226,"Notodden5","Telemark","5NOB"
"2279",22,2012,3,4.16774193548387,"Fritsøe1","Telemark","1FRB"
"2280",23,2012,3,4.03225806451613,"Notodden4","Telemark","4NOB"
"2281",24,2012,3,1.56774193548387,"verdal_2VB","Trøndelag","2VBB"
"2282",25,2012,3,2.91612903225806,"Truls Holm","Hedmark","THB"
"2283",26,2012,3,5.28709677419355,"Drangedal1","Telemark","1DRB"
"2284",27,2012,3,3.77096774193548,"Furesdal","Telemark","1FYB"
"2285",28,2012,3,0.664516129032258,"Sub_Namdalseid","Trøndelag","1SB"
"2286",29,2012,3,1.85483870967742,"Malvik","Trøndelag","MAB"
"2287",30,2012,3,4.60967741935484,"Drangedal4","Telemark","4DRB"
"2288",31,2012,3,5.47741935483871,"Nome_Cappelen1","Telemark","1CAB"
"2289",32,2012,3,1.55806451612903,"ingen","Trøndelag","1RB"
"2290",33,2012,3,1.56774193548387,"Singsås","Trøndelag","LAB"
"2291",34,2012,3,3.61290322580645,"Stangeskovene Aurskog","Hedmark","SSAB"
"2292",35,2012,3,1.21612903225806,"Hi_tydal","Trøndelag","HIB"
"2293",36,2012,3,3.98064516129032,"Notodden3","Telemark","3NOB"
"2294",37,2012,3,4.61935483870968,"Drangedal3","Telemark","3DRB"
"2295",38,2012,3,0.974193548387097,"steinkjer_1BBb","Trøndelag","1BBB"
"2296",39,2012,3,2.04193548387097,"Selbu_Flub","Trøndelag","FLB"
"2297",40,2012,3,3.17096774193548,"Stangeskovene Eidskog","Hedmark","SSBB"
"2298",41,2012,3,2.73870967741935,"Maarud 3","Hedmark","M3B"
"2299",42,2012,3,5.04516129032258,"Fritsøe2","Telemark","2FRB"
"2300",43,2012,3,4.41290322580645,"Notodden1","Telemark","1NOB"
"2301",44,2012,3,2.21290322580645,"Kviteseid3","Telemark","3KVB"
"2302",45,2012,3,1.46774193548387,"verdal_1vb","Trøndelag","1VBB"
"2303",46,2012,3,3.79354838709677,"Sørum 1","Hedmark","SKB"
"2304",47,2012,3,0.92258064516129,"steinkjer_2BBb","Trøndelag","2BBB"
"2305",0,2013,3,-4.81290322580645,"Stig Dæhlen","Hedmark","SDB"
"2306",1,2013,3,-5.48387096774194,"Maarud 2","Hedmark","M2B"
"2307",2,2013,3,-3.4,"Nome_Cappelen2","Telemark","2CAB"
"2308",3,2013,3,-5.19677419354839,"Eidskog","Hedmark","STSKNB"
"2309",4,2013,3,-4.79677419354839,"Notodden6","Telemark","6NOB"
"2310",5,2013,3,-3.77741935483871,"namdalseid_1kub","Trøndelag","1KB"
"2311",6,2013,3,-4.3258064516129,"Fet 3","Hedmark","FKB"
"2312",7,2013,3,-4.77096774193548,"Didrik Holmsen","Hedmark","DHB"
"2313",8,2013,3,-5.32903225806452,"Halvard Pramhus","Hedmark","HPB"
"2314",9,2013,3,-5.62903225806452,"Selbu_kl","Trøndelag","KLB"
"2315",10,2013,3,-5.85161290322581,"Kongsvinger 1","Hedmark","IAAB"
"2316",11,2013,3,-4.11935483870968,"Nsb_Verdal","Trøndelag","1NSB"
"2317",12,2013,3,-7.18064516129032,"Sl_Tydal","Trøndelag","SEB"
"2318",13,2013,3,-4.84838709677419,"Nes 1","Hedmark","DDB"
"2319",14,2013,3,-7.4,"Kviteseid2","Telemark","2KVB"
"2320",15,2013,3,-4.00967741935484,"Bratsberg","Trøndelag","BRB"
"2321",16,2013,3,-6.79677419354839,"Kviteseid1","Telemark","1KVB"
"2322",17,2013,3,-6.03870967741936,"Selbu_Sl","Trøndelag","SLB"
"2323",18,2013,3,-5.01290322580645,"Maarud 1","Hedmark","M1B"
"2324",19,2013,3,-5.34838709677419,"Nes 2","Hedmark","OLB"
"2325",20,2013,3,-5.98064516129032,"Kongsvinger 2","Hedmark","JCDB"
"2326",21,2013,3,-6.03548387096774,"Notodden5","Telemark","5NOB"
"2327",22,2013,3,-5.20967741935484,"Fritsøe1","Telemark","1FRB"
"2328",23,2013,3,-5.41612903225806,"Notodden4","Telemark","4NOB"
"2329",24,2013,3,-5.17096774193548,"verdal_2VB","Trøndelag","2VBB"
"2330",25,2013,3,-5.49677419354839,"Truls Holm","Hedmark","THB"
"2331",26,2013,3,-4.14838709677419,"Drangedal1","Telemark","1DRB"
"2332",27,2013,3,-6.01935483870968,"Furesdal","Telemark","1FYB"
"2333",28,2013,3,-4.93225806451613,"Sub_Namdalseid","Trøndelag","1SB"
"2334",29,2013,3,-4.6,"Malvik","Trøndelag","MAB"
"2335",30,2013,3,-4.96451612903226,"Drangedal4","Telemark","4DRB"
"2336",31,2013,3,-3.34516129032258,"Nome_Cappelen1","Telemark","1CAB"
"2337",32,2013,3,-4.17741935483871,"ingen","Trøndelag","1RB"
"2338",33,2013,3,-6.19032258064516,"Singsås","Trøndelag","LAB"
"2339",34,2013,3,-4.76774193548387,"Stangeskovene Aurskog","Hedmark","SSAB"
"2340",35,2013,3,-6.68387096774194,"Hi_tydal","Trøndelag","HIB"
"2341",36,2013,3,-5.48709677419355,"Notodden3","Telemark","3NOB"
"2342",37,2013,3,-4.93225806451613,"Drangedal3","Telemark","3DRB"
"2343",38,2013,3,-5.49354838709677,"steinkjer_1BBb","Trøndelag","1BBB"
"2344",39,2013,3,-5.06129032258065,"Selbu_Flub","Trøndelag","FLB"
"2345",40,2013,3,-5.16129032258065,"Stangeskovene Eidskog","Hedmark","SSBB"
"2346",41,2013,3,-5.79032258064516,"Maarud 3","Hedmark","M3B"
"2347",42,2013,3,-4.35161290322581,"Fritsøe2","Telemark","2FRB"
"2348",43,2013,3,-5.0741935483871,"Notodden1","Telemark","1NOB"
"2349",44,2013,3,-8.10967741935484,"Kviteseid3","Telemark","3KVB"
"2350",45,2013,3,-5.43548387096774,"verdal_1vb","Trøndelag","1VBB"
"2351",46,2013,3,-4.5741935483871,"Sørum 1","Hedmark","SKB"
"2352",47,2013,3,-5.47741935483871,"steinkjer_2BBb","Trøndelag","2BBB"
"2353",0,2014,3,2.90322580645161,"Stig Dæhlen","Hedmark","SDB"
"2354",1,2014,3,2.43225806451613,"Maarud 2","Hedmark","M2B"
"2355",2,2014,3,3.81612903225806,"Nome_Cappelen2","Telemark","2CAB"
"2356",3,2014,3,2.66774193548387,"Eidskog","Hedmark","STSKNB"
"2357",4,2014,3,2.50645161290323,"Notodden6","Telemark","6NOB"
"2358",5,2014,3,2.15806451612903,"namdalseid_1kub","Trøndelag","1KB"
"2359",6,2014,3,3.1,"Fet 3","Hedmark","FKB"
"2360",7,2014,3,2.72258064516129,"Didrik Holmsen","Hedmark","DHB"
"2361",8,2014,3,2.79032258064516,"Halvard Pramhus","Hedmark","HPB"
"2362",9,2014,3,1.7,"Selbu_kl","Trøndelag","KLB"
"2363",10,2014,3,2.13225806451613,"Kongsvinger 1","Hedmark","IAAB"
"2364",11,2014,3,2.40645161290323,"Nsb_Verdal","Trøndelag","1NSB"
"2365",12,2014,3,0.629032258064516,"Sl_Tydal","Trøndelag","SEB"
"2366",13,2014,3,3.0258064516129,"Nes 1","Hedmark","DDB"
"2367",14,2014,3,0.529032258064516,"Kviteseid2","Telemark","2KVB"
"2368",15,2014,3,2.59677419354839,"Bratsberg","Trøndelag","BRB"
"2369",16,2014,3,1.44838709677419,"Kviteseid1","Telemark","1KVB"
"2370",17,2014,3,1.30322580645161,"Selbu_Sl","Trøndelag","SLB"
